Sequential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,,,,
150,v,22,1,89,1,204.0089085,,203.9976729,204.0089085,205.0095086,205.0095086,205.0095086,205.0095086,205.0095086,206.0091407,206.0091407,206.3437321,v,1,0.3261958,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,22,2,90,2,206.3589523,,206.3487483,206.3589523,207.359081,207.359081,207.359081,207.359081,207.359081,208.3588739,208.3588739,208.4106178,c,1,0.0348503,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,22,3,91,3,208.4257005,,208.4158574,208.4257005,209.4252662,209.4252662,209.4252662,209.4252662,209.4252662,210.4258339,210.4258339,210.5272083,z,1,0.0893548,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,23,0,92,0,210.5418145,,210.532596,210.5418145,211.5421021,211.5421021,211.5421021,211.5421021,211.5421021,212.5421497,212.5421497,212.8280103,x,1,0.2826789,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,23,1,93,1,212.8418295,,212.8331026,212.8418295,213.8422649,213.8422649,213.8422649,213.8422649,213.8422649,214.8423467,214.8423467,214.91048,v,1,0.0568294,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,23,2,94,2,214.9251728,,214.9157997,214.9251728,215.9254943,215.9254943,215.9254943,215.9254943,215.9254943,216.9250946,216.9250946,217.2437985,c,1,0.3063589,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,23,3,95,3,217.2585259,,217.2479988,217.2585259,218.2591266,218.2591266,218.2591266,218.2591266,218.2591266,219.2587219,219.2587219,219.3283564,z,1,0.0630692,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,24,0,96,0,219.3418864,,219.3334423,219.3418864,220.342229,220.342229,220.342229,220.342229,220.342229,221.342073,221.342073,221.6778263,x,1,0.3310655,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,24,1,97,1,221.6930346,,221.6815619,221.6930346,222.7090148,222.6925441,222.6925441,222.6925441,222.6925441,223.6921338,223.6921338,223.8104464,v,1,0.1065086,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,24,2,98,2,223.8250481,,223.8147038,223.8250481,224.8250725,224.8250725,224.8250725,224.8250725,224.8250725,225.8249926,225.8249926,225.8767113,c,1,0.0455951,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,24,3,99,3,225.8917497,,225.8804644,225.8917497,226.8920335,226.8920335,226.8920335,226.8920335,226.8920335,227.8919682,227.8919682,228.2264636,z,1,0.3283227,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,25,0,100,0,228.241561,,228.232585,228.241561,229.2425779,229.2425779,229.2425779,229.2425779,229.2425779,230.2414834,230.2414834,230.4431902,x,1,0.1882227,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,25,1,101,1,230.4585261,,230.4474147,230.4585261,231.4586465,231.4586465,231.4586465,231.4586465,231.4586465,232.4585007,232.4585007,232.6596525,v,1,0.1848692,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,25,2,102,2,232.6750231,,232.6642655,232.6750231,233.6754217,233.6754217,233.6754217,233.6754217,233.6754217,234.6748041,234.6748041,234.760901,c,1,0.0733448,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,25,3,103,3,234.774682,,234.7659504,234.774682,235.7755426,235.7755426,235.7755426,235.7755426,235.7755426,236.7749309,236.7749309,236.9100125,z,1,0.1312676,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,26,0,104,0,236.9249116,,236.9155665,236.9249116,237.9248507,237.9248507,237.9248507,237.9248507,237.9248507,238.9251037,238.9251037,239.176321,x,1,0.2377947,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,26,1,105,1,239.1917504,,239.1801972,239.1917504,240.1916083,240.1916083,240.1916083,240.1916083,240.1916083,241.1915843,241.1915843,241.4951993,v,1,0.2974494,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,26,2,106,2,241.5081456,,241.5009744,241.5081456,242.5087521,242.5087521,242.5087521,242.5087521,242.5087521,243.5081052,243.5081052,243.5930532,c,1,0.0721269,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,26,3,107,3,243.6079962,,243.5984336,243.6079962,244.6082419,244.6082419,244.6082419,244.6082419,244.6082419,245.6081545,245.6081545,245.7102355,z,1,0.0917394,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,27,0,108,0,245.7244838,,245.7150458,245.7244838,246.7247474,246.7247474,246.7247474,246.7247474,246.7247474,247.7247592,247.7247592,247.7763241,x,1,0.0429524,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,27,1,109,1,247.7917824,,247.782219,247.7917824,248.7918825,248.7918825,248.7918825,248.7918825,248.7918825,249.7914785,249.7914785,249.9269343,v,1,0.119203,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,27,2,110,2,249.9411408,,249.9318302,249.9411408,250.9414594,250.9414594,250.9414594,250.9414594,250.9414594,251.9414401,251.9414401,252.2598335,c,1,0.3088433,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,27,3,111,3,252.2749381,,252.2632253,252.2749381,253.2746076,253.2746076,253.2746076,253.2746076,253.2746076,254.2747314,254.2747314,254.5600741,z,1,0.2684228,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,28,0,112,0,254.5745491,,254.5652992,254.5745491,255.5746076,255.5746076,255.5746076,255.5746076,255.5746076,256.5744956,256.5744956,256.7596611,x,1,0.17634,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,28,1,113,1,256.7744151,,256.763533,256.7744151,257.7743427,257.7743427,257.7743427,257.7743427,257.7743427,258.7743839,258.7743839,259.1099413,v,1,0.3285085,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,28,2,114,2,259.1242459,,259.1146845,259.1242459,260.1250495,260.1250495,260.1250495,260.1250495,260.1250495,261.1242453,261.1242453,261.3598563,c,1,0.2226889,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,28,3,115,3,261.3745548,,261.3646381,261.3745548,262.3751921,262.3751921,262.3751921,262.3751921,262.3751921,263.3748596,263.3748596,263.379518,z,1,0.00175,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,29,0,116,0,263.3913255,,263.3844004,263.3913255,264.3916085,264.3916085,264.3916085,264.3916085,264.3916085,265.3912437,265.3912437,265.8109684,x,1,0.4133094,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,29,1,117,1,265.8241512,,265.8165682,265.8241512,266.8245935,266.8245935,266.8245935,266.8245935,266.8245935,267.824524,267.824524,267.8931576,v,1,0.0522309,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,29,2,118,2,267.9076506,,267.8990002,267.9076506,268.9084087,268.9084087,268.9084087,268.9084087,268.9084087,269.9078948,269.9078948,270.1924069,c,1,0.2776666,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,29,3,119,3,270.2074239,,270.1956704,270.2074239,271.207847,271.207847,271.207847,271.207847,271.207847,272.2075165,272.2075165,272.3942459,z,1,0.1830682,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,30,0,120,0,272.4078773,,272.4003669,272.4078773,273.4084018,273.4084018,273.4084018,273.4084018,273.4084018,274.4078469,274.4078469,274.7259575,x,1,0.3113782,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,30,1,121,1,274.7411361,,274.7292776,274.7411361,275.741085,275.741085,275.741085,275.741085,275.741085,276.7409696,276.7409696,277.0598912,v,1,0.3124369,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,30,2,122,2,277.0744319,,277.0638929,277.0744319,278.0743698,278.0743698,278.0743698,278.0743698,278.0743698,279.0744964,279.0744964,279.426114,c,1,0.3350892,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,30,3,123,3,279.440894,,279.431116,279.440894,280.4414479,280.4414479,280.4414479,280.4414479,280.4414479,281.4407925,281.4407925,281.7929397,z,1,0.3394903,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,31,0,124,0,281.8074653,,281.7967912,281.8074653,282.8075563,282.8075563,282.8075563,282.8075563,282.8075563,283.8074123,283.8074123,284.0593538,x,1,0.23868,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,31,1,125,1,284.0739707,,284.0647229,284.0739707,285.0742029,285.0742029,285.0742029,285.0742029,285.0742029,286.0742007,286.0742007,286.2264954,v,1,0.1447591,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,31,2,126,2,286.240996,,286.2303661,286.240996,287.2414077,287.2414077,287.2414077,287.2414077,287.2414077,288.2404938,288.2404938,288.3759323,c,1,0.1321395,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,31,3,127,3,288.3909299,,288.3794638,288.3909299,289.3912563,289.3912563,289.3912563,289.3912563,289.3912563,290.3906688,290.3906688,290.525822,z,1,0.1203227,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,32,0,128,0,290.5407074,,290.5312201,290.5407074,291.5410811,291.5410811,291.5410811,291.5410811,291.5410811,292.5407776,292.5407776,292.7761828,x,1,0.2213527,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,32,1,129,1,292.7906014,,292.7822749,292.7906014,293.791106,293.791106,293.791106,293.791106,293.791106,294.7906525,294.7906525,294.9922808,v,1,0.1859026,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,32,2,130,2,295.0074356,,294.9969945,295.0074356,296.0078061,296.0078061,296.0078061,296.0078061,296.0078061,297.0072534,297.0072534,297.2430729,c,1,0.2297433,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,32,3,131,3,297.257496,,297.2490466,297.257496,298.2572885,298.2572885,298.2572885,298.2572885,298.2572885,299.25747,299.25747,299.6090199,z,1,0.342385,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,33,0,132,0,299.6236134,,299.6128034,299.6236134,300.6240938,300.6240938,300.6240938,300.6240938,300.6240938,301.623907,301.623907,301.9262186,x,1,0.2949307,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,33,1,133,1,301.9402456,,301.9327136,301.9402456,302.9407991,302.9407991,302.9407991,302.9407991,302.9407991,303.9406225,303.9406225,304.342649,v,1,0.3844968,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,33,2,134,2,304.3570295,,304.3460827,304.3570295,305.3572375,305.3572375,305.3572375,305.3572375,305.3572375,306.3570022,306.3570022,306.5927597,c,1,0.225927,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,33,3,135,3,306.6071703,,306.5970327,306.6071703,307.6077627,307.6077627,307.6077627,307.6077627,307.6077627,308.6071543,308.6071543,308.6427095,z,1,0.0312573,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,34,0,136,0,308.6574094,,308.6485788,308.6574094,309.6573291,309.6573291,309.6573291,309.6573291,309.6573291,310.6576045,310.6576045,310.9255066,x,1,0.2552154,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,34,1,137,1,310.9404664,,310.9287955,310.9404664,311.940503,311.940503,311.940503,311.940503,311.940503,312.9409221,312.9409221,313.0597337,v,1,0.1046231,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,34,2,138,2,313.0732523,,313.0650185,313.0732523,314.0736095,314.0736095,314.0736095,314.0736095,314.0736095,315.0732528,315.0732528,315.3259656,c,1,0.2477181,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,34,3,139,3,315.3402233,,315.3294488,315.3402233,316.3407076,316.3407076,316.3407076,316.3407076,316.3407076,317.3403315,317.3403315,317.5092031,z,1,0.1543123,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,35,0,140,0,317.5232013,,317.5128479,317.5232013,318.5237078,318.5237078,318.5237078,318.5237078,318.5237078,319.5236144,319.5236144,319.90841,x,1,0.3696093,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,35,1,141,1,319.9232617,,319.9131294,319.9232617,320.9236642,320.9236642,320.9236642,320.9236642,320.9236642,321.9233751,321.9233751,322.1085879,v,1,0.1684908,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,35,2,142,2,322.1233259,,322.1145866,322.1233259,323.1236055,323.1236055,323.1236055,323.1236055,323.1236055,324.1232856,324.1232856,324.2251085,c,1,0.0857946,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,35,3,143,3,324.2401524,,324.2285283,324.2401524,325.2401744,325.2401744,325.2401744,325.2401744,325.2401744,326.2404104,326.2404104,326.5254854,z,1,0.2783282,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,36,0,144,0,326.5401228,,326.5287723,326.5401228,327.5403912,327.5403912,327.5403912,327.5403912,327.5403912,328.5401688,328.5401688,328.8275472,x,1,0.2822775,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,36,1,145,1,328.8460572,,328.833082,328.8460572,329.8570964,329.8404927,329.8404927,329.8404927,329.8404927,330.8400752,330.8400752,331.0931919,v,1,0.2499464,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,36,2,146,2,331.1064281,,331.0984524,331.1064281,332.1071166,332.1071166,332.1071166,332.1071166,332.1071166,333.1067499,333.1067499,333.4252981,c,1,0.3135446,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,36,3,147,3,333.439857,,333.4307834,333.439857,334.4401065,334.4401065,334.4401065,334.4401065,334.4401065,335.4400615,335.4400615,335.8412509,z,1,0.3888259,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,37,0,148,0,335.8563058,,335.8468974,335.8563058,336.8574494,336.8574494,336.8574494,336.8574494,336.8574494,337.8570856,337.8570856,338.1412247,x,1,0.2716708,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,37,1,149,1,338.1564571,,338.1454847,338.1564571,339.1566218,339.1566218,339.1566218,339.1566218,339.1566218,340.156424,340.156424,340.4586689,v,1,0.2961202,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,37,2,150,2,340.4731368,,340.4637368,340.4731368,341.4737246,341.4737246,341.4737246,341.4737246,341.4737246,342.472834,342.472834,343.0417375,c,1,0.554284,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,37,3,151,3,343.0561758,,343.0469973,343.0561758,344.0569652,344.0569652,344.0569652,344.0569652,344.0569652,345.0563885,345.0563885,345.3241945,z,1,0.255879,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,38,0,152,0,345.3394885,,345.3289939,345.3394885,346.3402031,346.3402031,346.3402031,346.3402031,346.3402031,347.3396962,347.3396962,347.6432266,x,1,0.2970944,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,38,1,153,1,347.6569762,,347.6471844,347.6569762,348.6565696,348.6565696,348.6565696,348.6565696,348.6565696,349.656458,349.656458,349.8585072,c,0,0.1965097,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,38,2,154,2,349.8727432,,349.8621307,349.8727432,350.8734292,350.8734292,350.8734292,350.8734292,350.8734292,351.872878,351.872878,352.1421363,c,1,0.26321,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,38,3,155,3,352.1561131,,352.1479926,352.1561131,353.1566503,353.1566503,353.1566503,353.1566503,353.1566503,354.1566349,354.1566349,354.4749513,z,1,0.3130828,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,39,0,156,0,354.4895125,,354.4782668,354.4895125,355.4898959,355.4898959,355.4898959,355.4898959,355.4898959,356.4898157,356.4898157,356.8910738,x,1,0.3909471,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,39,1,157,1,356.9064408,,356.8954324,356.9064408,357.9060165,357.9060165,357.9060165,357.9060165,357.9060165,358.9060206,358.9060206,359.2241094,v,1,0.3053721,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,39,2,158,2,359.2396029,,359.2281368,359.2396029,360.2398198,360.2398198,360.2398198,360.2398198,360.2398198,361.239656,361.239656,361.657651,c,1,0.4083299,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,39,3,159,3,361.6727552,,361.6620427,361.6727552,362.6733156,362.6733156,362.6733156,362.6733156,362.6733156,363.6727575,363.6727575,363.7245024,z,1,0.0444857,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,40,0,160,0,363.7396093,,363.7280651,363.7396093,364.7398162,364.7398162,364.7398162,364.7398162,364.7398162,365.7396274,365.7396274,365.975005,x,1,0.2192109,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,40,1,161,1,365.9891696,,365.9800209,365.9891696,366.9898717,366.9898717,366.9898717,366.9898717,366.9898717,367.9895968,367.9895968,368.4253226,v,1,0.4297355,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,40,2,162,2,368.4394231,,368.429912,368.4394231,369.4397533,369.4397533,369.4397533,369.4397533,369.4397533,370.4398241,370.4398241,370.6580256,c,1,0.2146244,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,40,3,163,3,370.6725595,,370.6640352,370.6725595,371.6725479,371.6725479,371.6725479,371.6725479,371.6725479,372.6725476,372.6725476,372.7576825,z,1,0.0711407,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,41,0,164,0,372.7723964,,372.7608085,372.7723964,373.7726183,373.7726183,373.7726183,373.7726183,373.7726183,374.772606,374.772606,375.0416067,x,1,0.2648565,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,41,1,165,1,375.0558733,,375.0480019,375.0558733,376.0561669,376.0561669,376.0561669,376.0561669,376.0561669,377.0561128,377.0561128,377.2926942,v,1,0.2303386,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,41,2,166,2,377.3055819,,377.2984377,377.3055819,378.3058722,378.3058722,378.3058722,378.3058722,378.3058722,379.3060305,379.3060305,379.4742799,c,1,0.1551604,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,41,3,167,3,379.4891965,,379.4791654,379.4891965,380.4894644,380.4894644,380.4894644,380.4894644,380.4894644,381.489823,381.489823,381.6737175,z,1,0.29865,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,42,0,168,0,381.6888431,,381.6778791,381.6888431,382.6893942,382.6893942,382.6893942,382.6893942,382.6893942,383.6892773,383.6892773,383.9906345,x,1,0.2849749,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,42,1,169,1,384.0054772,,383.9959042,384.0054772,385.0062539,385.0062539,385.0062539,385.0062539,385.0062539,386.0057046,386.0057046,386.457225,v,1,0.44219,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,42,2,170,2,386.4721262,,386.4624913,386.4721262,387.4723457,387.4723457,387.4723457,387.4723457,387.4723457,388.4722415,388.4722415,388.8411436,c,1,0.3629249,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,42,3,171,3,388.8559255,,388.8450741,388.8559255,389.8562525,389.8562525,389.8562525,389.8562525,389.8562525,390.8557454,390.8557454,390.9901692,z,1,0.1546,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,43,0,172,0,391.00549,,390.9942739,391.00549,392.0059564,392.0059564,392.0059564,392.0059564,392.0059564,393.0057431,393.0057431,393.1588218,x,1,0.1481947,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,43,1,173,1,393.1722868,,393.1623288,393.1722868,394.1720157,394.1720157,394.1720157,394.1720157,394.1720157,395.1721522,395.1721522,395.2906648,v,1,0.106492,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,43,2,174,2,395.3056376,,395.2941401,395.3056376,396.3054582,396.3054582,396.3054582,396.3054582,396.3054582,397.3055853,397.3055853,397.4246983,c,1,0.114816,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,43,3,175,3,397.4387546,,397.4307583,397.4387546,398.4395034,398.4395034,398.4395034,398.4395034,398.4395034,399.4389024,399.4389024,399.6234331,z,1,0.02769,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,44,0,176,0,399.638636,,399.6282302,399.638636,400.639094,400.639094,400.639094,400.639094,400.639094,401.6387908,401.6387908,401.658197,x,1,0.0128478,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,44,1,177,1,401.6718034,,401.6637135,401.6718034,402.6717687,402.6717687,402.6717687,402.6717687,402.6717687,403.6719991,403.6719991,403.8735344,v,1,0.1905156,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,44,2,178,2,403.8888432,,403.8771196,403.8888432,404.8892001,404.8892001,404.8892001,404.8892001,404.8892001,405.8892649,405.8892649,405.9579506,c,1,0.0612314,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,44,3,179,3,405.9720271,,405.9616359,405.9720271,406.9722336,406.9722336,406.9722336,406.9722336,406.9722336,407.9722268,407.9722268,408.2237067,z,1,0.2421226,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,45,0,180,0,408.2384052,,408.2289815,408.2384052,409.2386855,409.2386855,409.2386855,409.2386855,409.2386855,410.2385873,410.2385873,410.7749071,x,1,0.5300614,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,45,1,181,1,410.7913475,,410.7810859,410.7913475,411.8053464,411.7888637,411.7888637,411.7888637,411.7888637,412.7887079,412.7887079,412.9901651,v,1,0.1921957,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
