Sequential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,,,,
50,c,45,2,182,2,413.0052633,,412.9937741,413.0052633,414.0055142,414.0055142,414.0055142,414.0055142,414.0055142,415.0053339,415.0053339,415.28174,c,1,0.2505597,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,45,3,183,3,415.290341,,415.2850168,415.290341,416.3058442,416.2885853,416.2885853,416.2885853,416.2885853,417.2885733,417.2885733,417.6738161,z,1,0.3748178,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,46,0,184,0,417.6887796,,417.6777706,417.6887796,418.6890315,418.6890315,418.6890315,418.6890315,418.6890315,419.6882613,419.6882613,419.7079742,x,1,0.0098673,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,46,1,185,1,419.7218689,,419.7131873,419.7218689,420.7219051,420.7219051,420.7219051,420.7219051,420.7219051,421.7219061,421.7219061,422.1424752,v,1,0.4172199,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,46,2,186,2,422.1548385,,422.1472463,422.1548385,423.1556584,423.1556584,423.1556584,423.1556584,423.1556584,424.1549439,424.1549439,424.206529,c,1,0.0431042,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,46,3,187,3,424.221672,,424.2099392,424.221672,425.221861,425.221861,425.221861,425.221861,425.221861,426.2214249,426.2214249,426.5260064,z,1,0.2999823,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,47,0,188,0,426.53823,,426.5310516,426.53823,427.5384921,427.5384921,427.5384921,427.5384921,427.5384921,428.5388773,428.5388773,428.6244689,x,1,0.0702551,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,47,1,189,1,428.6380725,,428.629432,428.6380725,429.6380524,429.6380524,429.6380524,429.6380524,429.6380524,430.6382083,430.6382083,430.8907608,v,1,0.2362665,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,47,2,190,2,430.9050655,,430.895594,430.9050655,431.9046447,431.9046447,431.9046447,431.9046447,431.9046447,432.9047315,432.9047315,432.956985,c,1,0.042271,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,47,3,191,3,432.9712477,,432.9617649,432.9712477,433.9717098,433.9717098,433.9717098,433.9717098,433.9717098,434.9714737,434.9714737,435.1239145,z,1,0.1358547,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,48,0,192,0,435.1380367,,435.1299819,435.1380367,436.1382972,436.1382972,436.1382972,436.1382972,436.1382972,437.1382516,437.1382516,437.4891893,x,1,0.3443129,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,48,1,193,1,437.504684,,437.493428,437.504684,438.5052226,438.5052226,438.5052226,438.5052226,438.5052226,439.5047949,439.5047949,439.7734435,v,1,0.2536672,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,48,2,194,2,439.7878954,,439.7788443,439.7878954,440.788199,440.788199,440.788199,440.788199,440.788199,441.7890369,441.7890369,442.0726408,c,1,0.2727915,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,48,3,195,3,442.0880757,,442.0767759,442.0880757,443.08868,443.08868,443.08868,443.08868,443.08868,444.0882675,444.0882675,444.4060065,z,1,0.3053225,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-50,x,49,0,196,0,444.4210085,,444.4100557,444.4210085,445.4211273,445.4211273,445.4211273,445.4211273,445.4211273,446.4210972,446.4210972,446.5895175,x,1,0.1522988,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
150,v,49,1,197,1,446.6044663,,446.5944025,446.6044663,447.6049724,447.6049724,447.6049724,447.6049724,447.6049724,448.6052149,448.6052149,448.7900371,v,1,0.177017,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
50,c,49,2,198,2,448.8047555,,448.7936121,448.8047555,449.804634,449.804634,449.804634,449.804634,449.804634,450.8049462,450.8049462,450.9901682,c,1,0.1700492,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
-150,z,49,3,199,3,451.0054366,,450.9993293,451.0054366,452.0044409,452.0044409,452.0044409,452.0044409,452.0044409,453.00429,453.00429,453.456102,z,1,0.4393146,None,193869,1,2024-10-17_20h08.24.051,untitled,2024.1.5,None,2024-10-17 20h08.34.477559 +0530,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
50,c,,,,,0,0,0,2,100.2852917,,100.2791816,100.2852917,101.2998248,101.2833803,101.2833803,101.2833803,101.2833803,102.2834019,102.2834019,102.8353902,c,1,0.5480047,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,0,1,1,0,102.849761,,102.8427018,102.849761,103.8497461,103.8497461,103.8497461,103.8497461,103.8497461,104.8497217,104.8497217,105.4009931,x,1,0.5418348,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,0,2,2,1,105.4164145,,105.405967,105.4164145,106.4165912,106.4165912,106.4165912,106.4165912,106.4165912,107.4163816,107.4163816,107.9687009,v,1,0.5496554,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,0,3,3,0,107.9830626,,107.9740092,107.9830626,108.9830359,108.9830359,108.9830359,108.9830359,108.9830359,109.9831809,109.9831809,110.9345232,x,1,0.9370301,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,1,0,4,3,110.9504741,,110.9390063,110.9504741,111.9499577,111.9499577,111.9499577,111.9499577,111.9499577,112.9502464,112.9502464,113.6348931,z,1,0.6762535,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,1,1,5,0,113.6493345,,113.6396303,113.6493345,114.6495082,114.6495082,114.6495082,114.6495082,114.6495082,115.6496855,115.6496855,116.2694568,x,1,0.6150251,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,1,2,6,2,116.2832042,,116.2731562,116.2832042,117.283093,117.283093,117.283093,117.283093,117.283093,118.283006,118.283006,118.800918,c,1,0.5076433,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,1,3,7,1,118.8160348,,118.8055569,118.8160348,119.8162192,119.8162192,119.8162192,119.8162192,119.8162192,120.8162951,120.8162951,121.3016397,v,1,0.4787916,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,2,0,8,2,121.3161393,,121.3080492,121.3161393,122.3162479,122.3162479,122.3162479,122.3162479,122.3162479,123.3162021,123.3162021,123.9515504,c,1,0.629057,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,2,1,9,2,123.9660088,,123.9568948,123.9660088,124.9664316,124.9664316,124.9664316,124.9664316,124.9664316,125.9662144,125.9662144,126.6676967,c,1,0.6919533,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,2,2,10,3,126.682537,,126.6724506,126.682537,127.6830882,127.6830882,127.6830882,127.6830882,127.6830882,128.6827607,128.6827607,129.2842381,z,1,0.5941509,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,2,3,11,2,129.2990579,,129.2888794,129.2990579,130.2995004,130.2995004,130.2995004,130.2995004,130.2995004,131.2992659,131.2992659,131.8345739,c,1,0.5281485,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,3,0,12,0,131.8490624,,131.8399078,131.8490624,132.849203,132.849203,132.849203,132.849203,132.849203,133.8492215,133.8492215,134.5506865,x,1,0.6861282,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,3,1,13,3,134.5658387,,134.555669,134.5658387,135.566277,135.566277,135.566277,135.566277,135.566277,136.5659476,136.5659476,137.1837546,z,1,0.6072092,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,3,2,14,1,137.1991433,,137.1884219,137.1991433,138.1993107,138.1993107,138.1993107,138.1993107,138.1993107,139.1991331,139.1991331,139.8015117,v,1,0.5980046,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,3,3,15,2,139.8160928,,139.8066628,139.8160928,140.816037,140.816037,140.816037,140.816037,140.816037,141.8163328,141.8163328,142.4840939,c,1,0.6556068,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,4,0,16,3,142.4988641,,142.4888905,142.4988641,143.4991219,143.4991219,143.4991219,143.4991219,143.4991219,144.499046,144.499046,145.1709899,z,1,0.6537381,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,4,1,17,1,145.1839903,,145.1749518,145.1839903,146.1988544,146.182262,146.182262,146.182262,146.182262,147.1821996,147.1821996,147.7183301,v,1,0.5294512,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,4,2,18,3,147.7321776,,147.7234372,147.7321776,148.7328547,148.7328547,148.7328547,148.7328547,148.7328547,149.7323616,149.7323616,150.3176961,z,1,0.580146,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,4,3,19,3,150.33246,,150.324079,150.33246,151.3328471,151.3328471,151.3328471,151.3328471,151.3328471,152.3323794,152.3323794,152.8678734,z,1,0.5273318,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,5,0,20,3,152.88206,,152.8726519,152.88206,153.8822387,153.8822387,153.8822387,153.8822387,153.8822387,154.8822402,154.8822402,155.3516247,z,1,0.4635649,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,5,1,21,2,155.3654049,,155.3580836,155.3654049,156.3660096,156.3660096,156.3660096,156.3660096,156.3660096,157.3656894,157.3656894,159.3837858,c,1,2.0127478,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,5,2,22,1,159.3986529,,159.3899726,159.3986529,160.3989182,160.3989182,160.3989182,160.3989182,160.3989182,161.3986715,161.3986715,161.917497,v,1,0.5113063,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,5,3,23,0,161.9321193,,161.9222563,161.9321193,162.9322884,162.9322884,162.9322884,162.9322884,162.9322884,163.9322168,163.9322168,164.4013786,x,1,0.4646323,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,6,0,24,3,164.4152383,,164.4065551,164.4152383,165.41547,165.41547,165.41547,165.41547,165.41547,166.4156393,166.4156393,166.9008889,z,1,0.4811169,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,6,1,25,1,166.9152156,,166.9061378,166.9152156,167.9155016,167.9155016,167.9155016,167.9155016,167.9155016,168.9154474,168.9154474,169.4006494,v,1,0.4784653,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,6,2,26,1,169.4151876,,169.406646,169.4151876,170.4152912,170.4152912,170.4152912,170.4152912,170.4152912,171.415511,171.415511,172.250053,v,1,0.8257964,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,6,3,27,1,172.2651536,,172.2545517,172.2651536,173.2653061,173.2653061,173.2653061,173.2653061,173.2653061,174.2651801,174.2651801,174.7833826,v,1,0.5037794,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,7,0,28,1,174.7985031,,174.7878026,174.7985031,175.7984829,175.7984829,175.7984829,175.7984829,175.7984829,176.7985833,176.7985833,177.2167522,v,1,0.407305,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,7,1,29,0,177.2316689,,177.221749,177.2316689,178.2316953,178.2316953,178.2316953,178.2316953,178.2316953,179.231687,179.231687,179.933505,x,1,0.6898634,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,7,2,30,2,179.9482287,,179.9393675,179.9482287,180.9485174,180.9485174,180.9485174,180.9485174,180.9485174,181.948304,181.948304,182.3511597,c,1,0.4003548,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,7,3,31,1,182.3648892,,182.356448,182.3648892,183.3651861,183.3651861,183.3651861,183.3651861,183.3651861,184.3651655,184.3651655,184.7997364,v,1,0.4224891,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,8,0,32,1,184.8148972,,184.8041794,184.8148972,185.8151552,185.8151552,185.8151552,185.8151552,185.8151552,186.8150599,186.8150599,187.3837049,v,1,0.5646157,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,8,1,33,3,187.3980311,,187.3891137,187.3980311,188.3986462,188.3986462,188.3986462,188.3986462,188.3986462,189.3981329,189.3981329,189.8666618,z,1,0.4537176,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,8,2,34,3,189.881414,,189.8712582,189.881414,190.8816697,190.8816697,190.8816697,190.8816697,190.8816697,191.8816956,191.8816956,192.6007678,z,1,0.7136382,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,8,3,35,3,192.6150321,,192.6063316,192.6150321,193.6150075,193.6150075,193.6150075,193.6150075,193.6150075,194.6150441,194.6150441,195.0495563,z,1,0.4248991,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,9,0,36,2,195.0647931,,195.054208,195.0647931,196.0648638,196.0648638,196.0648638,196.0648638,196.0648638,197.0649038,197.0649038,197.9330426,c,1,0.8526098,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,9,1,37,3,197.9478668,,197.9377021,197.9478668,198.9482033,198.9482033,198.9482033,198.9482033,198.9482033,199.9478938,199.9478938,200.6334893,z,1,0.6792375,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,9,2,38,0,200.6478702,,200.6396818,200.6478702,201.6479223,201.6479223,201.6479223,201.6479223,201.6479223,202.6480398,202.6480398,203.3171462,x,1,0.6543979,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,9,3,39,2,203.3315992,,203.3227748,203.3315992,204.3315739,204.3315739,204.3315739,204.3315739,204.3315739,205.3315792,205.3315792,205.7827559,c,1,0.4368406,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,10,0,40,0,205.7977234,,205.7871135,205.7977234,206.798016,206.798016,206.798016,206.798016,206.798016,207.7982766,207.7982766,208.5490569,x,1,0.7385555,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,10,1,41,2,208.5645832,,208.5523108,208.5645832,209.564799,209.564799,209.564799,209.564799,209.564799,210.5647322,210.5647322,211.0493972,c,1,0.469556,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,10,2,42,2,211.064399,,211.0538947,211.064399,212.0646733,212.0646733,212.0646733,212.0646733,212.0646733,213.0647047,213.0647047,213.6665052,c,1,0.5942573,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,10,3,43,3,213.6813876,,213.669739,213.6813876,214.6812526,214.6812526,214.6812526,214.6812526,214.6812526,215.6811549,215.6811549,216.3000335,z,1,0.6092392,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,11,0,44,2,216.3145667,,216.3060455,216.3145667,217.3146793,217.3146793,217.3146793,217.3146793,217.3146793,218.3146021,218.3146021,218.6830326,c,1,0.3574771,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,11,1,45,3,218.6979034,,218.6877777,218.6979034,219.6977513,219.6977513,219.6977513,219.6977513,219.6977513,220.6977506,220.6977506,221.3333422,z,1,0.6276398,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,11,2,46,3,221.3474886,,221.3369824,221.3474886,222.3479431,222.3479431,222.3479431,222.3479431,222.3479431,223.3477477,223.3477477,223.8658683,z,1,0.5063115,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,11,3,47,2,223.8810165,,223.8704736,223.8810165,224.8859705,224.8859705,224.8859705,224.8859705,224.8859705,225.8811182,225.8811182,226.2996589,c,1,0.4108871,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,12,0,48,1,226.3165071,,226.3046476,226.3165071,227.3309481,227.3145532,227.3145532,227.3145532,227.3145532,228.3145248,228.3145248,228.7997432,v,1,0.4775749,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,12,1,49,2,228.8141499,,228.804923,228.8141499,229.8144499,229.8144499,229.8144499,229.8144499,229.8144499,230.8144308,230.8144308,231.4324891,c,1,0.6046718,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,12,2,50,3,231.4473441,,231.437353,231.4473441,232.4479045,232.4479045,232.4479045,232.4479045,232.4479045,233.447471,233.447471,234.1489458,z,1,0.685295,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,12,3,51,0,234.1640017,,234.1534755,234.1640017,235.1646789,235.1646789,235.1646789,235.1646789,235.1646789,236.1640924,236.1640924,236.882276,x,1,0.7016817,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,13,0,52,0,236.8973324,,236.8871515,236.8973324,237.8973993,237.8973993,237.8973993,237.8973993,237.8973993,238.8972925,238.8972925,239.3486953,x,1,0.4370516,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,13,1,53,3,239.3644523,,239.3534929,239.3644523,240.3646489,240.3646489,240.3646489,240.3646489,240.3646489,241.3642201,241.3642201,242.0326817,z,1,0.6566571,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,13,2,54,3,242.0471964,,242.0360844,242.0471964,243.0481482,243.0481482,243.0481482,243.0481482,243.0481482,244.0474628,244.0474628,244.5489576,z,1,0.4885654,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,13,3,55,0,244.5639405,,244.5521887,244.5639405,245.5645735,245.5645735,245.5645735,245.5645735,245.5645735,246.5641708,246.5641708,247.1339109,x,1,0.5641203,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,14,0,56,2,247.1471735,,247.1396697,247.1471735,248.1473367,248.1473367,248.1473367,248.1473367,248.1473367,249.1471058,249.1471058,249.84944,c,1,0.695761,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,14,1,57,2,249.8637643,,249.8542104,249.8637643,250.8642526,250.8642526,250.8642526,250.8642526,250.8642526,251.8640524,251.8640524,252.3822258,c,1,0.5144442,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,14,2,58,3,252.3969926,,252.3875873,252.3969926,253.3976802,253.3976802,253.3976802,253.3976802,253.3976802,254.3972549,254.3972549,254.965382,z,1,0.5559515,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,14,3,59,0,254.9803295,,254.9701991,254.9803295,255.9805657,255.9805657,255.9805657,255.9805657,255.9805657,256.9806162,256.9806162,257.7324292,x,1,0.7367728,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,15,0,60,1,257.7469591,,257.737954,257.7469591,258.7470059,258.7470059,258.7470059,258.7470059,258.7470059,259.7474237,259.7474237,260.3495374,v,1,0.5963433,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,15,1,61,2,260.3635605,,260.3549277,260.3635605,261.3639185,261.3639185,261.3639185,261.3639185,261.3639185,262.3637441,262.3637441,262.8985371,c,1,0.5264867,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,15,2,62,2,262.9136164,,262.9035071,262.9136164,263.9137914,263.9137914,263.9137914,263.9137914,263.9137914,264.9137109,264.9137109,265.6652929,c,1,0.7386152,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,15,3,63,3,265.680175,,265.6699229,265.680175,266.6803249,266.6803249,266.6803249,266.6803249,266.6803249,267.6804312,267.6804312,268.5327888,z,1,0.8408903,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,16,0,64,1,268.5470259,,268.5385221,268.5470259,269.5472842,269.5472842,269.5472842,269.5472842,269.5472842,270.5470174,270.5470174,271.1815725,v,1,0.6239235,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,16,1,65,3,271.1966355,,271.1860363,271.1966355,272.19682,272.19682,272.19682,272.19682,272.19682,273.1967269,273.1967269,273.6323052,z,1,0.4296797,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
50,c,,,,,16,2,66,2,273.646701,,273.6374454,273.646701,274.646882,274.646882,274.646882,274.646882,274.646882,275.6466188,275.6466188,276.6655968,c,1,1.0051491,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,16,3,67,0,276.6800638,,276.6714594,276.6800638,277.680054,277.680054,277.680054,277.680054,277.680054,278.6801934,278.6801934,279.398294,x,1,0.7012898,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-150,z,,,,,17,0,68,3,279.4133549,,279.4033018,279.4133549,280.4139276,280.4139276,280.4139276,280.4139276,280.4139276,281.4136016,281.4136016,282.0645857,z,1,0.6338569,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,17,1,69,1,282.0799793,,282.0695433,282.0799793,283.0798959,283.0798959,283.0798959,283.0798959,283.0798959,284.0801017,284.0801017,284.5648875,v,1,0.4713927,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,17,2,70,1,284.579953,,284.5698673,284.579953,285.580578,285.580578,285.580578,285.580578,285.580578,286.580426,286.580426,287.4315767,v,1,0.8383967,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,17,3,71,0,287.4464557,,287.4347727,287.4464557,288.4465851,288.4465851,288.4465851,288.4465851,288.4465851,289.4468593,289.4468593,290.0315328,x,1,0.5730487,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
150,v,,,,,18,0,72,1,290.0462861,,290.0361701,290.0462861,291.046766,291.046766,291.046766,291.046766,291.046766,292.0464816,292.0464816,292.6325618,v,1,0.5817837,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
-50,x,,,,,18,1,73,0,292.6464335,,292.6360937,292.6464335,293.6466155,293.6466155,293.6466155,293.6466155,293.6466155,294.6468139,294.6468139,295.4991827,x,1,0.8478478,None,P2,1,2024-10-17_16h56.10.080,untitled,2024.1.5,None,2024-10-17 16h56.23.401275 +0530
