trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
167,0,167,0,333.0612649,,332.9877535,10,2.5215763,333.0612649,333.0612649,0.0423511,334.3978424,[-0.3236111111111111],[-0.18333333333333332],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
168,0,168,0,334.47811,,334.402054,10,1.4871078,334.47811,334.47811,0.0428587,336.2976062,[-0.44583333333333336],[-0.3597222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
169,0,169,0,336.3611068,,336.3019215,10,3.0901665,336.3611068,336.3611068,0.0380829,338.7479993,[0.2125],[0.3277777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
170,0,170,0,338.8111536,,338.751989,10,2.323595,338.8111536,338.8111536,0.0376878,340.5474268,[-0.48055555555555557],[-0.2125],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
171,0,171,0,340.5939425,,340.5530396,10,1.8546709,340.5939425,340.5939425,0.0210029,342.3820492,[-0.04027777777777778],[0.09861111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
172,0,172,0,342.4279945,,342.3862049,10,1.6351836,342.4279945,342.4279945,0.0214983,343.9820082,[0.38055555555555554],[-0.08055555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
173,0,173,0,344.0611064,,343.9862193,10,1.6014028,344.0611064,344.0611064,0.0418304,345.3638477,[-0.35833333333333334],[-0.24444444444444444],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
174,0,174,0,345.4114075,,345.3677786,10,1.7679654,345.4114075,345.4114075,0.0210575,347.3663771,[-0.25833333333333336],[-0.29444444444444445],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
175,0,175,0,347.4115217,,347.3707454,10,1.5237793,347.4115217,347.4115217,0.0197985,349.3462419,[0.15],[0.006944444444444444],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
176,0,176,0,349.3937889,,349.3507924,10,1.9094641,349.3937889,349.3937889,0.0165916,350.9649512,[-0.23055555555555557],[-0.12777777777777777],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
177,0,177,0,351.0273885,,350.9695469,10,2.0012166,351.0273885,351.0273885,0.0376736,352.4296483,[0.25555555555555554],[-0.17222222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
178,0,178,0,352.4774669,,352.4345858,10,2.0606661,352.4774669,352.4774669,0.0272027,354.0663208,[0.21666666666666667],[-0.4361111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
179,0,179,0,354.1440044,,354.0703715,10,1.8261398,354.1440044,354.1440044,0.0416426,356.9475396,[-0.33055555555555555],[0.25972222222222224],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
180,0,180,0,356.9940116,,356.9534028,10,1.659389,356.9940116,356.9940116,0.0244968,358.9154638,[-0.28194444444444444],[-0.4222222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
181,0,181,0,358.9603623,,358.9224587,10,2.2837216,358.9603623,358.9603623,0.0271999,360.5989741,[0.37222222222222223],[0.043055555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
182,0,182,0,360.6780544,,360.6032306,10,1.7419296,360.6780544,360.6780544,0.0418907,363.1305548,[-0.4388888888888889],[0.10694444444444444],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
183,0,183,0,363.1942978,,363.1349518,10,1.8689907,363.1942978,363.1942978,0.0371461,364.5313869,[0.23194444444444445],[-0.18055555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
184,0,184,0,364.5936744,,364.5356351,10,1.3331226,364.5936744,364.5936744,0.0397311,366.4977214,[0.43194444444444446],[-0.3875],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
185,0,185,0,366.5439185,,366.5063656,10,1.3681737,366.5439185,366.5439185,0.0234402,367.9659116,[-0.2],[-0.2111111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
186,0,186,0,368.0269109,,367.9700445,10,1.8526597,368.0269109,368.0269109,0.0374271,369.8307552,[0.3],[0.1527777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
187,0,187,0,369.8773792,,369.8350073,10,2.4079908,369.8773792,369.8773792,0.0222679,371.4141453,[-0.31805555555555554],[-0.4222222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
188,0,188,0,371.4767191,,371.4185466,10,1.7579493,371.4767191,371.4767191,0.0365719,373.079187,[-0.2638888888888889],[0.29444444444444445],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
189,0,189,0,373.1438474,,373.0836916,10,1.3357634,373.1438474,373.1438474,0.0366964,374.6312499,[-0.35138888888888886],[-0.011111111111111112],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
190,0,190,0,374.677021,,374.6350641,10,1.4229168,374.677021,374.677021,0.0242585,374.8973104,[-0.35138888888888886],[-0.011111111111111112],[1],[0],[0],,[],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
191,0,191,0,374.9470691,,374.9015198,10,2.8355872,374.9470691,374.9470691,0.0204431,376.3307823,[0.24305555555555555],[-0.06805555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
192,0,192,0,376.3767047,,376.3351593,10,2.4855351,376.3767047,376.3767047,0.0188239,377.7809584,[-0.02361111111111111],[0.3611111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
193,0,193,0,377.8275039,,377.7855255,10,1.3593548,377.8275039,377.8275039,0.0234176,379.6968663,[0.03888888888888889],[0.3194444444444444],[1],[0],[0],,[],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
194,0,194,0,379.7602404,,379.7010854,10,1.9223838,379.7602404,379.7602404,0.0369145,381.0152152,[0.21388888888888888],[0.06666666666666667],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
195,0,195,0,381.0604018,,381.0192963,10,1.8232402,381.0604018,381.0604018,0.0265359,383.7324252,[-0.1],[0.38055555555555554],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
196,0,196,0,383.7776284,,383.7364693,10,1.6241719,383.7776284,383.7776284,0.024646,385.1139136,[0.3486111111111111],[-0.17916666666666667],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
197,0,197,0,385.1604477,,385.1180934,10,1.5112206,385.1604477,385.1604477,0.0206256,386.6474348,[0.2916666666666667],[-0.4361111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
198,0,198,0,386.7101911,,386.6518838,10,1.2772376,386.7101911,386.7101911,0.0351752,388.5966808,[0.05555555555555555],[0.35694444444444445],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
199,0,199,0,388.6432734,,388.6022849,10,1.9099299,388.6432734,388.6432734,0.0253298,391.0812886,[-0.05416666666666667],[0.18194444444444444],[0],[0],[1],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT5,1.786697103,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT10,2.040395091,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Slope=,0.050739598,,,,,,,,,,,,,,,,,,
