trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
16,0,16,0,30.1925324,,30.1522328,5,1.3358699,,30.1925324,30.1925324,0.0229072,32.3642651,[-0.24583333333333332],[0.4597222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
17,0,17,0,32.4261655,,32.3702337,5,1.5402257,,32.4261655,32.4261655,0.0353875,34.6296215,[0.027777777777777776],[-0.4625],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
18,0,18,0,34.675913,,34.6336869,5,2.1916129,,34.675913,34.675913,0.0207146,36.0799136,[-0.19444444444444445],[-0.11805555555555555],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
19,0,19,0,36.142737,,36.0841963,5,1.1776348,,36.142737,36.142737,0.0387059,38.9136378,[-0.45694444444444443],[0.2791666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
20,0,20,0,38.9594044,,38.9177493,5,1.4897672,,38.9594044,38.9594044,0.0206125,40.2812217,[0.3472222222222222],[0.05277777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
21,0,21,0,40.3425671,,40.2854291,5,1.9568798,,40.3425671,40.3425671,0.0404514,41.7619706,[0.12777777777777777],[0.3736111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
22,0,22,0,41.8261857,,41.7664786,5,1.3566657,,41.8261857,41.8261857,0.0340379,42.8634333,[0.12777777777777777],[0.17083333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
23,0,23,0,42.909713,,42.8674607,5,1.3865254,,42.909713,42.909713,0.0214517,44.4817828,[-0.04861111111111111],[0.06527777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
24,0,24,0,44.5460094,,44.4862173,5,1.6444643,,44.5460094,44.5460094,0.0380021,47.4775665,[-0.14722222222222223],[0.4736111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
25,0,25,0,47.5258709,,47.4843748,5,1.124879,,47.5258709,47.5258709,0.0242207,48.7956706,[0.018055555555555554],[0.09027777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
26,0,26,0,48.8424714,,48.8011448,5,1.4065458,,48.8424714,48.8424714,0.0216574,50.1142195,[0.30416666666666664],[-0.13333333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
27,0,27,0,50.1925579,,50.1185289,5,1.6233303,,50.1925579,50.1925579,0.0433491,52.9457286,[-0.25972222222222224],[0.17222222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
28,0,28,0,52.9920337,,52.9504492,5,2.4561136,,52.9920337,52.9920337,0.0220288,55.1318159,[-0.24444444444444444],[0.05694444444444444],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
29,0,29,0,55.2099409,,55.1360137,5,1.5412099,,55.2099409,55.2099409,0.041861,56.9778715,[0.4],[0.25833333333333336],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
30,0,30,0,57.0252901,,56.9822726,5,5.04043,,57.0252901,57.0252901,0.020475,58.3813441,[-0.30972222222222223],[-0.14722222222222223],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
31,0,31,0,58.4258669,,58.3855081,5,5.5236921,,58.4258669,58.4258669,0.0249647,59.746442,[0.27361111111111114],[-0.4166666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
32,0,32,0,59.7927732,,59.7510866,5,2.1922096,,59.7927732,59.7927732,0.022264,61.3136135,[-0.2916666666666667],[0.3736111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
33,0,33,0,61.359036,,61.3176712,5,1.3056749,,61.359036,61.359036,0.0208802,63.530016,[-0.4166666666666667],[-0.04722222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
34,0,34,0,63.5919723,,63.5342879,5,1.2095447,,63.5919723,63.5919723,0.0398799,65.1790641,[-0.44027777777777777],[0.018055555555555554],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
35,0,35,0,65.2254116,,65.1831038,5,1.3403007,,65.2254116,65.2254116,0.018908,66.3795022,[-0.0875],[0.1736111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
36,0,36,0,66.4271883,,66.3860421,5,1.2896041,,66.4271883,66.4271883,0.0208398,67.896677,[-0.0375],[-0.22083333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
37,0,37,0,67.9586463,,67.9008053,5,1.8075587,,67.9586463,67.9586463,0.0390083,69.530579,[0.36527777777777776],[-0.14583333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
38,0,38,0,69.5761063,,69.5347418,5,1.5507615,,69.5761063,69.5761063,0.0214703,71.5131491,[0.48055555555555557],[-0.0875],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
39,0,39,0,71.5592277,,71.5179557,5,1.2458056,,71.5592277,71.5592277,0.0217167,72.8960125,[-0.4375],[-0.41944444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
40,0,40,0,72.9419275,,72.9002302,5,1.5047657,,72.9419275,72.9419275,0.0252249,74.3116671,[-0.041666666666666664],[0.4375],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
41,0,41,0,74.3582825,,74.3160668,5,1.694884,,74.3582825,74.3582825,0.0193039,75.9795087,[0.20555555555555555],[-0.35833333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
42,0,42,0,76.0252061,,75.9837929,5,1.8737496,,76.0252061,76.0252061,0.0207015,77.1293906,[-0.16805555555555557],[-0.0625],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
43,0,43,0,77.1752821,,77.1341974,5,1.7428381,,77.1752821,77.1752821,0.0218954,78.5623599,[-0.1486111111111111],[0.17777777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
44,0,44,0,78.6093685,,78.5670141,5,1.3062528,,78.6093685,78.6093685,0.0214839,80.2119905,[0.39305555555555555],[-0.42777777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
45,0,45,0,80.2931055,,80.2170605,5,1.996183,,80.2931055,80.2931055,0.0445939,81.478368,[-0.10833333333333334],[-0.027777777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
46,0,46,0,81.5418817,,81.4832955,5,1.4586639,,81.5418817,81.5418817,0.0358467,84.7620854,[-0.2388888888888889],[-0.35694444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
47,0,47,0,84.8253428,,84.7661316,5,1.6989385,,84.8253428,84.8253428,0.0383048,87.1777492,[0.019444444444444445],[0.07222222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
48,0,48,0,87.2255438,,87.1850598,5,1.8227068,,87.2255438,87.2255438,0.022004,89.6625429,[-0.3388888888888889],[0.3333333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
49,0,49,0,89.7088797,,89.6668373,5,1.1296804,,89.7088797,89.7088797,0.0219351,91.2300515,[-0.05138888888888889],[0.043055555555555555],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
50,0,50,0,91.2755854,,91.2341258,5,1.3543174,,91.2755854,91.2755854,0.0219437,96.2963283,[0.04722222222222222],[-0.13055555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
51,0,51,0,96.3411894,,96.3014826,5,1.8875183,,96.3411894,96.3411894,0.0199147,101.8452284,[-0.20694444444444443],[0.29444444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
52,0,52,0,101.8917561,,101.8497721,5,1.1744364,,101.8917561,101.8917561,0.0205223,104.0622943,[-0.2847222222222222],[-0.4027777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
53,0,53,0,104.1242962,,104.0674819,5,1.3100653,,104.1242962,104.1242962,0.0381692,105.96158,[-0.03888888888888889],[0.3527777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
54,0,54,0,106.0417877,,105.9676068,5,1.2225975,,106.0417877,106.0417877,0.0492773,107.9276506,[-0.2722222222222222],[-0.02638888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
55,0,55,0,107.9750898,,107.9328044,5,2.0714505,,107.9750898,107.9750898,0.0235825,109.2613607,[-0.3263888888888889],[-0.016666666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
56,0,56,0,109.3076375,,109.2658107,5,1.3397784,,109.3076375,109.3076375,0.0198318,110.4952533,[-0.39305555555555555],[0.022222222222222223],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
57,0,57,0,110.541153,,110.4994007,5,1.4794133,,110.541153,110.541153,0.0223685,111.8622019,[-0.030555555555555555],[-0.30416666666666664],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
58,0,58,0,111.9243847,,111.8670287,5,1.106754,,111.9243847,111.9243847,0.0407041,114.5625936,[-0.24444444444444444],[-0.4111111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
59,0,59,0,114.6419131,,114.5671252,5,1.4592863,,114.6419131,114.6419131,0.0426613,116.2280936,[0.42083333333333334],[-0.41388888888888886],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
60,0,60,0,116.2746258,,116.2327306,5,1.2253884,,116.2746258,116.2746258,0.0212136,117.5434106,[0.22777777777777777],[0.24583333333333332],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
61,0,61,0,117.6079324,,117.5489635,5,1.5414772,,117.6079324,117.6079324,0.0395572,119.8463282,[0.3625],[0.05138888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
62,0,62,0,119.8917432,,119.850973,5,1.5234769,,119.8917432,119.8917432,0.0209172,121.67955,[-0.29444444444444445],[-0.3402777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
63,0,63,0,121.7410824,,121.6838765,5,1.2410439,,121.7410824,121.7410824,0.0372668,123.3110173,[-0.23472222222222222],[0.19305555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
64,0,64,0,123.3915006,,123.3156032,5,1.7894677,,123.3915006,123.3915006,0.0427486,125.3608425,[-0.42916666666666664],[-0.14722222222222223],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
65,0,65,0,125.4244589,,125.3654687,5,2.504378,,125.4244589,125.4244589,0.0373135,127.1783759,[-0.08055555555555556],[-0.4027777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
66,0,66,0,127.2586458,,127.182771,5,1.8750938,,127.2586458,127.2586458,0.0403593,129.3435888,[-0.3597222222222222],[0.08194444444444444],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
67,0,67,0,129.4072495,,129.3487563,5,1.4094237,,129.4072495,129.4072495,0.0347054,130.9670303,[0.46944444444444444],[0.31805555555555554],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
68,0,68,0,131.0080131,,130.9721492,5,1.7634354,,131.0080131,131.0080131,0.0228612,132.5451927,[-0.09861111111111111],[0.004166666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
69,0,69,0,132.6070431,,132.5495842,5,1.2280742,,132.6070431,132.6070431,0.0348378,134.3271637,[0.001388888888888889],[-0.07916666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
70,0,70,0,134.3907266,,134.3320409,5,1.50493,,134.3907266,134.3907266,0.037167,135.9440527,[0.49166666666666664],[0.075],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
71,0,71,0,135.9915636,,135.9481989,5,1.1937284,,135.9915636,135.9915636,0.0206631,137.214718,[-0.05416666666666667],[0.375],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
72,0,72,0,137.2580592,,137.2188693,5,1.7630558,,137.2580592,137.2580592,0.0232904,138.7468765,[0.33055555555555555],[0.46111111111111114],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
73,0,73,0,138.8077781,,138.7520467,5,2.927926,,138.8077781,138.8077781,0.0418622,140.1266694,[0.49444444444444446],[0.22916666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
74,0,74,0,140.1573361,,140.1301017,5,2.21484,,140.1573361,140.1573361,0.018278,141.8431946,[-0.29444444444444445],[0.43194444444444446],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
75,0,75,0,141.9078658,,141.8480579,5,2.0600758,,141.9078658,141.9078658,0.0301844,144.1120534,[-0.49444444444444446],[0.2569444444444444],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
76,0,76,0,144.1583191,,144.1163789,5,1.7403057,,144.1583191,144.1583191,0.0216837,146.0117992,[-0.3416666666666667],[-0.40555555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
77,0,77,0,146.0739098,,146.0160223,5,1.2420795,,146.0739098,146.0739098,0.0416422,147.4431865,[-0.25277777777777777],[-0.06388888888888888],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
78,0,78,0,147.525251,,147.4470718,5,1.240766,,147.525251,147.525251,0.0319001,149.4277659,[-0.03333333333333333],[-0.4652777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
79,0,79,0,149.5085843,,149.4320765,5,1.341908,,149.5085843,149.5085843,0.0396733,151.2289816,[-0.08888888888888889],[0.05138888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
80,0,80,0,151.3081913,,151.2329819,5,1.6292534,,151.3081913,151.3081913,0.0401049,152.7439759,[0.24166666666666667],[-0.09166666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
81,0,81,0,152.7920653,,152.7483071,5,1.6061753,,152.7920653,152.7920653,0.0207211,154.5114969,[0.33055555555555555],[-0.2763888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
82,0,82,0,154.5733253,,154.5155704,5,1.3218233,,154.5733253,154.5733253,0.033031,156.1447945,[0.16111111111111112],[0.075],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
83,0,83,0,156.2071701,,156.1489862,5,1.7461562,,156.2071701,156.2071701,0.0403602,157.8285092,[0.40555555555555556],[-0.4263888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
84,0,84,0,157.8746328,,157.8330279,5,2.613675,,157.8746328,157.8746328,0.021832,159.1608262,[0.1875],[0.46805555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
85,0,85,0,159.240828,,159.1653526,5,2.2892325,,159.240828,159.240828,0.0332647,160.8970735,[-0.4513888888888889],[0.46944444444444444],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
86,0,86,0,160.9740798,,160.9012442,5,1.8950034,,160.9740798,160.9740798,0.0375653,162.1091047,[0.07777777777777778],[0.2263888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
87,0,87,0,162.1578838,,162.1130222,5,2.9425568,,162.1578838,162.1578838,0.0190268,164.1282279,[-0.2125],[-0.4263888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
88,0,88,0,164.1907192,,164.1324408,5,1.4565759,,164.1907192,164.1907192,0.0377496,165.5770857,[0.0625],[0.05],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
89,0,89,0,165.640464,,165.5829461,5,1.3611376,,165.640464,165.640464,0.0360864,166.6778053,[0.018055555555555554],[-0.2013888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
90,0,90,0,166.757604,,166.68199,5,1.3029455,,166.757604,166.757604,0.0385122,168.2625654,[0.37916666666666665],[-0.33055555555555555],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
91,0,91,0,168.3067767,,168.2670968,10,2.4051099,,168.3067767,168.3067767,0.0211794,169.7468661,[-0.004166666666666667],[-0.11388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
92,0,92,0,169.8079357,,169.7543048,10,1.7871657,,169.8079357,169.8079357,0.0246804,171.4772545,[-0.3486111111111111],[-0.15555555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
93,0,93,0,171.5409244,,171.4814095,10,1.4413222,,171.5409244,171.5409244,0.0365898,173.2116102,[0.2152777777777778],[0.005555555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
94,0,94,0,173.2573676,,173.2159843,10,1.7667307,,173.2573676,173.2573676,0.0225017,175.0611499,[-0.1986111111111111],[-0.1375],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
95,0,95,0,175.12414,,175.06543,10,2.7700875,,175.12414,175.12414,0.0409835,176.99391,[-0.1486111111111111],[-0.23194444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
96,0,96,0,177.0407685,,176.9981919,10,2.5320355,,177.0407685,177.0407685,0.0180276,178.1454018,[-0.10972222222222222],[-0.03888888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
