trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
97,0,97,0,178.2089629,,178.150416,10,2.2064503,,178.2089629,178.2089629,0.0239022,179.5285502,[0.24166666666666667],[-0.2708333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
98,0,98,0,179.5916536,,179.533543,10,1.6389375,,179.5916536,179.5916536,0.0244515,181.4445408,[-0.1638888888888889],[0.4847222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
99,0,99,0,181.5075643,,181.4489498,10,2.223932,,181.5075643,181.5075643,0.0200505,182.6432783,[-0.20833333333333334],[0.37916666666666665],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
100,0,100,0,182.7240072,,182.6475817,10,2.7907599,,182.7240072,182.7240072,0.0337245,184.2426593,[0.25833333333333336],[0.44722222222222224],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
101,0,101,0,184.2907443,,184.2465853,10,1.4362545,,184.2907443,184.2907443,0.021456,185.5782539,[0.4083333333333333],[0.3972222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
102,0,102,0,185.6413696,,185.5824919,10,1.0629385,,185.6413696,185.6413696,0.0244569,186.8296998,[0.09027777777777778],[0.24444444444444444],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
103,0,103,0,186.8907887,,186.834133,10,2.953478,,186.8907887,186.8907887,0.0218159,188.9276478,[-0.1625],[0.4083333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
104,0,104,0,188.9741266,,188.9332683,10,2.7838966,,188.9741266,188.9741266,0.0228458,190.2957155,[0.08194444444444444],[0.30833333333333335],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
105,0,105,0,190.3730463,,190.3027318,10,1.8002306,,190.3730463,190.3730463,0.0491842,192.9279189,[0.28055555555555556],[-0.2375],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
106,0,106,0,192.9905116,,192.9326465,10,1.6053402,,192.9905116,192.9905116,0.0409948,194.84182,[0.19027777777777777],[-0.22916666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
107,0,107,0,194.8904505,,194.846611,10,1.590723,,194.8904505,194.8904505,0.020453,196.3465407,[0.18055555555555555],[0.33055555555555555],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
108,0,108,0,196.4239511,,196.3506412,10,1.2169809,,196.4239511,196.4239511,0.0462472,197.9603746,[-0.29305555555555557],[0.32222222222222224],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
109,0,109,0,198.0077949,,197.9650453,10,3.2429472,,198.0077949,198.0077949,0.0219409,199.0934979,[0.1986111111111111],[0.001388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
110,0,110,0,199.1559756,,199.0979135,10,2.3733997,,199.1559756,199.1559756,0.0342492,200.4431674,[-0.08055555555555556],[-0.2263888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
111,0,111,0,200.5269443,,200.447526,10,1.8564472,,200.5269443,200.5269443,0.0346968,201.7761991,[-0.059722222222222225],[-0.2763888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
112,0,112,0,201.8397609,,201.7807179,10,1.9111943,,201.8397609,201.8397609,0.033636,203.6109327,[0.17222222222222222],[-0.3472222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
113,0,113,0,203.6560721,,203.6150634,10,2.6546933,,203.6560721,203.6560721,0.0196625,205.0939712,[-0.1486111111111111],[0.32916666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
114,0,114,0,205.140383,,205.0982233,10,1.6182182,,205.140383,205.140383,0.0214629,206.3451057,[-0.45694444444444443],[0.1597222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
115,0,115,0,206.4066354,,206.3493198,10,2.2582319,,206.4066354,206.4066354,0.0377915,207.7105003,[-0.14583333333333334],[0.12777777777777777],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
116,0,116,0,207.7570439,,207.7154604,10,1.5898316,,207.7570439,207.7570439,0.0216004,209.2785498,[0.225],[0.4791666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
117,0,117,0,209.3238437,,209.2829522,10,2.0026746,,209.3238437,209.3238437,0.0221569,210.8286599,[-0.47638888888888886],[0.1486111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
118,0,118,0,210.9071477,,210.8329348,10,1.7754689,,210.9071477,210.9071477,0.0454051,212.6118263,[-0.4125],[0.2222222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
119,0,119,0,212.6570336,,212.6158956,10,2.1206705,,212.6570336,212.6570336,0.0223684,213.8794158,[0.03611111111111111],[0.08333333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
120,0,120,0,213.9569948,,213.8867982,10,1.5830692,,213.9569948,213.9569948,0.0409481,217.0268852,[0.48194444444444445],[0.2513888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
121,0,121,0,217.0906558,,217.0311451,10,1.7426417,,217.0906558,217.0906558,0.0368914,220.9943329,[0.005555555555555556],[-0.058333333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
122,0,122,0,221.0399566,,220.9986612,10,1.5748156,,221.0399566,221.0399566,0.0221218,222.8100858,[-0.05277777777777778],[-0.36666666666666664],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
123,0,123,0,222.8730821,,222.8159434,10,1.3331871,,222.8730821,222.8730821,0.0234087,225.3431895,[-0.26944444444444443],[0.3],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
124,0,124,0,225.4069657,,225.3475485,10,2.2340876,,225.4069657,225.4069657,0.0209759,227.2436048,[-0.49583333333333335],[-0.001388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
125,0,125,0,227.307349,,227.2477211,10,1.3858002,,227.307349,227.307349,0.0211168,228.6780609,[-0.015277777777777777],[0.15138888888888888],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
126,0,126,0,228.7561095,,228.6825088,10,1.9488482,,228.7561095,228.7561095,0.0375334,230.2918833,[-0.3680555555555556],[0.32222222222222224],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
127,0,127,0,230.3557449,,230.2956539,10,1.7572558,,230.3557449,230.3557449,0.0316798,231.8592372,[0.018055555555555554],[0.2361111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
128,0,128,0,231.922124,,231.8639782,10,1.4708461,,231.922124,231.922124,0.0354221,233.5758075,[-0.044444444444444446],[-0.43472222222222223],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
129,0,129,0,233.639074,,233.5805473,10,1.5961031,,233.639074,233.639074,0.0344979,235.2433267,[0.2972222222222222],[0.1625],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
130,0,130,0,235.3232927,,235.2483423,10,1.6389743,,235.3232927,235.3232927,0.0391619,236.742828,[0.35555555555555557],[0.3972222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
131,0,131,0,236.8054795,,236.7467357,10,1.6983448,,236.8054795,236.8054795,0.0335062,238.4595786,[-0.2625],[-0.16805555555555557],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
132,0,132,0,238.5397642,,238.4640586,10,1.1704455,,238.5397642,238.5397642,0.033961,240.3588349,[0.37916666666666665],[0.10416666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
133,0,133,0,240.4228791,,240.362554,10,1.4070878,,240.4228791,240.4228791,0.0333081,242.5751858,[-0.005555555555555556],[-0.47638888888888886],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
134,0,134,0,242.6240405,,242.5789897,10,1.0587906,,242.6240405,242.6240405,0.0184472,244.3609874,[0.12916666666666668],[-0.47638888888888886],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
135,0,135,0,244.4399746,,244.3653838,10,1.5420857,,244.4399746,244.4399746,0.0435544,246.825894,[0.06388888888888888],[0.05138888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
136,0,136,0,246.9067059,,246.8302784,10,1.6935945,,246.9067059,246.9067059,0.0359294,249.05865,[-0.008333333333333333],[-0.3763888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
137,0,137,0,249.1068134,,249.0627952,10,1.8878512,,249.1068134,249.1068134,0.0207902,250.3116466,[-0.044444444444444446],[-0.3486111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
138,0,138,0,250.3723444,,250.3158616,10,1.5614481,,250.3723444,250.3723444,0.0226674,251.8432086,[-0.24166666666666667],[0.23333333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
139,0,139,0,251.9055863,,251.8475578,10,2.5768807,,251.9055863,251.9055863,0.0336804,252.9753346,[0.20833333333333334],[-0.0625],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
140,0,140,0,253.0227298,,252.9796693,10,1.8690392,,253.0227298,253.0227298,0.0209808,254.1942726,[-0.025],[0.13055555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
141,0,141,0,254.2729024,,254.1983846,10,1.563398,,254.2729024,254.2729024,0.042693,256.0087489,[0.03333333333333333],[0.32222222222222224],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
142,0,142,0,256.1063673,,256.0130749,10,1.311013,,256.1063673,256.1063673,0.0465478,257.774401,[0.31527777777777777],[0.45694444444444443],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
143,0,143,0,257.8564853,,257.7804758,10,1.2944769,,257.8564853,257.8564853,0.0381896,259.6747282,[-0.25555555555555554],[-0.14166666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
144,0,144,0,259.7227137,,259.6784281,10,1.7969668,,259.7227137,259.7227137,0.0196549,261.4612979,[0.4666666666666667],[-0.1986111111111111],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
145,0,145,0,261.5556957,,261.4707316,10,1.3236105,,261.5556957,261.5556957,0.0603358,263.4253564,[0.3388888888888889],[-0.030555555555555555],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
146,0,146,0,263.4727962,,263.4296403,10,1.7337224,,263.4727962,263.4727962,0.0205274,266.3780571,[-0.24166666666666667],[-0.4125],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
147,0,147,0,266.4560105,,266.3827368,10,3.0997983,,266.4560105,266.4560105,0.0392639,269.8413054,[0.3902777777777778],[0.4013888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
148,0,148,0,269.8886461,,269.8448785,10,3.9263177,,269.8886461,269.8886461,0.016808,272.0765325,[0.0125],[0.37777777777777777],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
149,0,149,0,272.138776,,272.0833937,10,1.5723177,,272.138776,272.138776,0.0385823,275.2262415,[0.4222222222222222],[-0.1125],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
150,0,150,0,275.3053058,,275.2303,10,1.5320399,,275.3053058,275.3053058,0.0423786,279.2081483,[0.18472222222222223],[0.46111111111111114],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
151,0,151,0,279.2894178,,279.212258,10,1.6766943,,279.2894178,279.2894178,0.0377943,281.7938609,[0.10833333333333334],[0.4583333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
152,0,152,0,281.8723118,,281.7984643,10,1.6282269,,281.8723118,281.8723118,0.0373542,284.408135,[0.2861111111111111],[-0.11527777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
153,0,153,0,284.4552822,,284.4126045,10,1.4557505,,284.4552822,284.4552822,0.0206523,286.4933538,[-0.3958333333333333],[0.42777777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
154,0,154,0,286.5385733,,286.497376,10,1.6795899,,286.5385733,286.5385733,0.0223568,288.2600116,[-0.004166666666666667],[0.4652777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
155,0,155,0,288.3052162,,288.2642712,10,1.8611657,,288.3052162,288.3052162,0.021321,289.5277207,[-0.39861111111111114],[-0.28055555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
156,0,156,0,289.5885742,,289.5318896,10,2.1795418,,289.5885742,289.5885742,0.0393926,291.0249045,[0.12083333333333333],[0.16944444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
157,0,157,0,291.0881936,,291.0290663,10,2.4169554,,291.0881936,291.0881936,0.0375503,293.6433296,[-0.45694444444444443],[0.19444444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
158,0,158,0,293.7053581,,293.6474405,10,2.1924525,,293.7053581,293.7053581,0.0389374,295.4751904,[-0.22083333333333333],[-0.11388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
159,0,159,0,295.5221444,,295.4811435,10,1.094094,,295.5221444,295.5221444,0.0224585,296.7441567,[-0.04861111111111111],[-0.3527777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
160,0,160,0,296.8061678,,296.7484253,10,1.7676529,,296.8061678,296.8061678,0.0389432,300.7582048,[-0.05],[-0.05],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
161,0,161,0,300.8217894,,300.76231,10,1.7150051,,300.8217894,300.8217894,0.0408076,302.6427754,[-0.29444444444444445],[-0.08472222222222223],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
162,0,162,0,302.6886488,,302.6470492,10,1.8566279,,302.6886488,302.6886488,0.0208348,304.0097265,[0.16527777777777777],[0.3402777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
163,0,163,0,304.0893576,,304.0140237,10,1.896153,,304.0893576,304.0893576,0.0374314,305.8240943,[0.49027777777777776],[-0.4875],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
164,0,164,0,305.8714117,,305.8277238,10,3.4203096,,305.8714117,305.8714117,0.0180449,307.4751711,[-0.13055555555555556],[-0.11527777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
165,0,165,0,307.5725876,,307.4796022,10,3.1047588,,307.5725876,307.5725876,0.0426165,309.9428199,[-0.4777777777777778],[-0.11388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
166,0,166,0,310.0049208,,309.94741,10,3.935487,,310.0049208,310.0049208,0.0364123,311.8269183,[0.30416666666666664],[-0.4305555555555556],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
167,0,167,0,311.872104,,311.8310058,10,2.5436478,,311.872104,311.872104,0.0216983,313.4588887,[-0.07083333333333333],[0.4097222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
168,0,168,0,313.5221253,,313.4631219,10,2.5724774,,313.5221253,313.5221253,0.0383412,315.0754784,[0.20833333333333334],[-0.14444444444444443],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
169,0,169,0,315.1375428,,315.0796914,10,1.453805,,315.1375428,315.1375428,0.0332321,316.8936579,[-0.1388888888888889],[-0.2902777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
170,0,170,0,316.9387951,,316.89777,10,2.5767432,,316.9387951,316.9387951,0.0220059,318.2413326,[0.19027777777777777],[0.38472222222222224],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
171,0,171,0,318.3043723,,318.2457033,10,1.7887995,,318.3043723,318.3043723,0.0333659,320.1738271,[-0.043055555555555555],[-0.2652777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
172,0,172,0,320.2043956,,320.1781822,10,3.9707652,,320.2043956,320.2043956,0.0174624,321.9417269,[0.30972222222222223],[-0.2916666666666667],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
173,0,173,0,322.0213127,,321.9480725,10,1.8397338,,322.0213127,322.0213127,0.0475891,325.207735,[0.5097222222222222],[-0.06388888888888888],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
174,0,174,0,325.2706801,,325.2114473,10,1.7729881,,325.2706801,325.2706801,0.0321042,327.7246358,[-0.4652777777777778],[-0.25555555555555554],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
175,0,175,0,327.787256,,327.7296142,10,2.4206127,,327.787256,327.787256,0.0348989,329.6736379,[0.008333333333333333],[-0.2652777777777778],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
176,0,176,0,329.7382693,,329.678056,10,1.8436391,,329.7382693,329.7382693,0.0179558,332.309832,[-0.32083333333333336],[0.30277777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
177,0,177,0,332.3545208,,332.3139308,10,1.5742078,,332.3545208,332.3545208,0.0221462,334.6253638,[-0.1],[-0.42083333333333334],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
178,0,178,0,334.6881092,,334.6302898,10,1.7806074,,334.6881092,334.6881092,0.0329543,340.5927836,[0.23055555555555557],[0.44027777777777777],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
179,0,179,0,340.6378349,,340.5968845,10,1.8951489,,340.6378349,340.6378349,0.0210905,342.5132003,[-0.03194444444444444],[-0.09722222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
180,0,180,0,342.5883285,,342.51828,10,3.2129317,,342.5883285,342.5883285,0.0412944,349.1912472,[-0.35694444444444445],[-0.4722222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
181,0,181,0,349.2579163,,349.1954233,10,2.4811261,,349.2579163,349.2579163,0.0388507,350.6735109,[-0.04583333333333333],[0.3875],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
182,0,182,0,350.7538059,,350.680122,10,1.9094391,,350.7538059,350.7538059,0.0426672,352.9407309,[-0.011111111111111112],[-0.07916666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
183,0,183,0,353.003592,,352.9445626,10,5.929643,,353.003592,353.003592,0.0320225,355.456244,[-0.19305555555555556],[-0.30277777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
184,0,184,0,355.5539358,,355.461673,10,6.6317971,,355.5539358,355.5539358,0.0426492,357.040324,[0.11944444444444445],[0.20694444444444443],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
185,0,185,0,357.1041531,,357.0444874,10,1.4392647,,357.1041531,357.1041531,0.0374479,358.6247746,[-0.17222222222222222],[-0.3625],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
186,0,186,0,358.6867996,,358.6285578,10,2.2189314,,358.6867996,358.6867996,0.0339456,360.4573083,[0.44027777777777777],[-0.009722222222222222],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
187,0,187,0,360.5042919,,360.462073,10,2.479649,,360.5042919,360.5042919,0.0201381,363.4245534,[-0.4930555555555556],[0.2833333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
188,0,188,0,363.4871789,,363.4300467,10,1.5359945,,363.4871789,363.4871789,0.0416089,366.325014,[-0.3055555555555556],[-0.20416666666666666],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
189,0,189,0,366.4036516,,366.330532,10,1.5431726,,366.4036516,366.4036516,0.0442828,369.0738002,[0.24027777777777778],[0.2763888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
190,0,190,0,369.1546226,,369.0779335,10,1.7947684,,369.1546226,369.1546226,0.0383858,371.14135,[0.30972222222222223],[0.22083333333333333],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
191,0,191,0,371.220976,,371.1451849,10,2.8539899,,371.220976,371.220976,0.0383455,373.7564109,[-0.24861111111111112],[-0.11388888888888889],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
192,0,192,0,373.9536879,,373.7602668,10,2.6990028,,373.9536879,373.9536879,0.161859,376.924775,[-0.48194444444444445],[-0.16944444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
193,0,193,0,376.98719,,376.9300067,10,2.0250344,,376.98719,376.98719,0.0404391,378.6729953,[-0.11944444444444445],[-0.36527777777777776],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
194,0,194,0,378.7364316,,378.6764523,10,2.5731935,,378.7364316,378.7364316,0.0316441,380.0585638,[-0.1527777777777778],[0.0875],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
