trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
98,0,98,0,172.9551443,,172.8996874,5,1.9784649,172.9551443,172.9551443,0.0362805,174.1756408,[-0.07083333333333333],[0.3347222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
99,0,99,0,174.2388004,,174.179524,5,1.3585627,174.2388004,174.2388004,0.0382796,175.8088239,[0.425],[0.044444444444444446],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
100,0,100,0,175.8719841,,175.8128601,5,1.2132112,175.8719841,175.8719841,0.0371858,176.9757721,[0.21805555555555556],[0.2222222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
101,0,101,0,177.0225004,,176.9805069,5,0.6904478,177.0225004,177.0225004,0.0223545,178.194461,[0.35555555555555557],[-0.24722222222222223],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
102,0,102,0,178.2390429,,178.2037514,5,1.6582939,178.2390429,178.2390429,0.0211933,179.5091042,[-0.2111111111111111],[-0.1375],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
103,0,103,0,179.5717703,,179.5135207,5,3.0294021,179.5717703,179.5717703,0.0326063,182.0754429,[0.4625],[0.4388888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
104,0,104,0,182.1393462,,182.0846694,5,1.8259561,182.1393462,182.1393462,0.0378647,186.1246699,[-0.18472222222222223],[0.4847222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
105,0,105,0,186.1722733,,186.1285636,5,1.7476624,186.1722733,186.1722733,0.0198176,187.5960854,[0.09861111111111111],[-0.28888888888888886],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
106,0,106,0,187.6384422,,187.600864,5,1.5907962,187.6384422,187.6384422,0.0184149,188.6582719,[0.1486111111111111],[-0.08472222222222223],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
107,0,107,0,188.6881527,,188.6625961,5,1.6295607,188.6881527,188.6881527,0.0171055,190.1580984,[-0.5263888888888889],[0.21666666666666667],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
108,0,108,0,190.2225749,,190.1621303,10,7.0523329,190.2225749,190.2225749,0.0375525,191.4409257,[-0.15555555555555556],[0.38333333333333336],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
109,0,109,0,191.4884277,,191.4447356,10,1.4452627,191.4884277,191.4884277,0.0314125,193.0090155,[-0.5097222222222222],[-0.30972222222222223],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
110,0,110,0,193.0718635,,193.0131087,10,2.5109117,193.0718635,193.0718635,0.0359196,196.0419667,[0.05555555555555555],[-0.4777777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
111,0,111,0,196.0881723,,196.0457531,10,1.6246859,196.0881723,196.0881723,0.0176573,197.3421505,[-0.40694444444444444],[-0.19305555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
112,0,112,0,197.4047636,,197.3466291,10,2.5270029,197.4047636,197.4047636,0.0330262,198.610714,[0.25],[-0.3138888888888889],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
113,0,113,0,198.6551241,,198.6151145,10,2.5199359,198.6551241,198.6551241,0.0193468,199.5421138,[0.4013888888888889],[-0.2569444444444444],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
114,0,114,0,199.58818,,199.546377,10,2.6913576,199.58818,199.58818,0.0204588,200.9585213,[-0.1111111111111111],[0.030555555555555555],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
115,0,115,0,201.0059366,,200.9629085,10,1.9474415,201.0059366,201.0059366,0.0193086,202.3253924,[-0.4875],[-0.10416666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
116,0,116,0,202.3715841,,202.3294681,10,1.0816534,202.3715841,202.3715841,0.0193571,204.792993,[-0.4638888888888889],[0.475],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
117,0,117,0,204.8380694,,204.798259,10,1.9271338,204.8380694,204.8380694,0.017896,206.8083979,[-0.23333333333333334],[-0.21666666666666667],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
118,0,118,0,206.871767,,206.8128385,10,2.2468218,206.871767,206.871767,0.0353761,209.4905585,[-0.42916666666666664],[0.2763888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
119,0,119,0,209.5376947,,209.4943291,10,1.5525968,209.5376947,209.5376947,0.0308325,211.6574368,[-0.16111111111111112],[0.008333333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
120,0,120,0,211.7045465,,211.6614479,10,1.2279982,211.7045465,211.7045465,0.0300201,214.0411041,[-0.4583333333333333],[-0.35],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
121,0,121,0,214.1053795,,214.0451783,10,1.3284587,214.1053795,214.1053795,0.0375397,216.1591163,[-0.39305555555555555],[0.3388888888888889],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
122,0,122,0,216.2055092,,216.1634095,10,1.7298377,216.2055092,216.2055092,0.0206675,217.5578847,[0.2652777777777778],[0.44166666666666665],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
123,0,123,0,217.604594,,217.5622788,10,2.1641153,217.604594,217.604594,0.0207472,218.1259113,[0.2652777777777778],[0.44166666666666665],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
124,0,124,0,218.1720238,,218.133535,10,1.5956868,218.1720238,218.1720238,0.0211378,219.9752378,[0.30972222222222223],[-0.03333333333333333],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
125,0,125,0,220.038567,,219.9799951,10,1.3269479,220.038567,220.038567,0.0352816,223.8242167,[-0.13472222222222222],[0.06805555555555555],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
126,0,126,0,223.8876289,,223.8280006,10,3.115314,223.8876289,223.8876289,0.0314745,225.1410985,[-0.0625],[0.2847222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
127,0,127,0,225.204251,,225.1446583,10,1.8117629,225.204251,225.204251,0.0319656,227.1577286,[-0.3486111111111111],[-0.40694444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
128,0,128,0,227.2045434,,227.1612749,10,1.1798001,227.2045434,227.2045434,0.0190726,228.4470563,[-0.2833333333333333],[-0.1875],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
129,0,129,0,228.5043334,,228.4514536,10,1.044457,228.5043334,228.5043334,0.0379588,231.9234206,[0.22916666666666666],[-0.4388888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
130,0,130,0,231.9540852,,231.927207,10,1.3916498,231.9540852,231.9540852,0.0171812,235.2093437,[0.37777777777777777],[0.025],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
131,0,131,0,235.2708737,,235.2144147,10,1.0619321,235.2708737,235.2708737,0.0389297,236.6582553,[0.48055555555555557],[0.09166666666666666],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
132,0,132,0,236.7216161,,236.6622903,10,1.389779,236.7216161,236.7216161,0.0365176,238.2908605,[-0.18611111111111112],[-0.009722222222222222],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
133,0,133,0,238.3540343,,238.2947831,10,1.2111885,238.3540343,238.3540343,0.031908,239.6245732,[-0.15833333333333333],[0.20694444444444443],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
134,0,134,0,239.6714099,,239.6285233,10,2.2776706,239.6714099,239.6714099,0.0202536,241.0757976,[-0.1125],[0.09305555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
135,0,135,0,241.1374679,,241.0798317,10,2.0664312,241.1374679,241.1374679,0.039183,244.2402249,[0.2513888888888889],[-0.4083333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
136,0,136,0,244.2873341,,244.2441078,10,1.6792365,244.2873341,244.2873341,0.0311097,247.4903009,[0.48194444444444445],[-0.10833333333333334],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
137,0,137,0,247.5370495,,247.4945106,10,0.6010604,247.5370495,247.5370495,0.0311299,249.374017,[-0.2972222222222222],[0.075],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
138,0,138,0,249.4039423,,249.3775543,10,0.8319211,249.4039423,249.4039423,0.016913,250.7740811,[-0.3527777777777778],[0.39444444444444443],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
139,0,139,0,250.82105,,250.778434,10,1.1952946,250.82105,250.82105,0.02211,251.9737899,[-0.18472222222222223],[0.3416666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
140,0,140,0,252.0213741,,251.9786915,10,3.0892105,252.0213741,252.0213741,0.0253496,253.2743525,[-0.4708333333333333],[0.07777777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
141,0,141,0,253.3205969,,253.2785044,10,3.1276675,253.3205969,253.3205969,0.0188194,254.4581514,[-0.09166666666666666],[0.24305555555555555],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
142,0,142,0,254.5203964,,254.4626179,10,1.7124628,254.5203964,254.5203964,0.0328462,257.5566073,[0.0],[-0.24305555555555555],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
143,0,143,0,257.6210916,,257.5619719,10,1.464942,257.6210916,257.6210916,0.0318422,258.8399749,[0.19166666666666668],[-0.21805555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
144,0,144,0,258.8872458,,258.8438214,10,1.4616372,258.8872458,258.8872458,0.0176659,260.1912071,[0.3819444444444444],[0.08888888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
145,0,145,0,260.2536069,,260.1959393,10,1.2520131,260.2536069,260.2536069,0.0329395,261.539862,[-0.28888888888888886],[0.28055555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
146,0,146,0,261.6036032,,261.5434366,10,4.1293148,261.6036032,261.6036032,0.0317192,263.2066413,[-0.36944444444444446],[-0.15416666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
147,0,147,0,263.2535107,,263.2106228,10,2.6350402,263.2535107,263.2535107,0.0302235,264.7731296,[0.13055555555555556],[0.12083333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
148,0,148,0,264.8201268,,264.7771941,10,1.2402066,264.8201268,264.8201268,0.0309212,266.0571169,[0.02638888888888889],[0.07361111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
149,0,149,0,266.120302,,266.0615629,10,1.5909034,266.120302,266.120302,0.0369206,267.5398398,[0.28888888888888886],[0.09861111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
150,0,150,0,267.5701823,,267.5437269,10,1.1255559,267.5701823,267.5701823,0.0171023,269.1082387,[-0.1875],[-0.22916666666666666],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
151,0,151,0,269.170218,,269.1127367,10,2.5288617,269.170218,269.170218,0.0373751,270.7398212,[0.020833333333333332],[0.2875],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
152,0,152,0,270.7867054,,270.7434513,10,4.0031716,270.7867054,270.7867054,0.0302717,273.0922597,[-0.09305555555555556],[-0.2222222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
153,0,153,0,273.154012,,273.0964062,10,1.2416061,273.154012,273.154012,0.0379228,274.7563678,[-0.05138888888888889],[0.3111111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
154,0,154,0,274.8200917,,274.760075,10,1.5329023,274.8200917,274.8200917,0.0310561,277.389115,[-0.24583333333333332],[-0.43194444444444446],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
155,0,155,0,277.4369579,,277.3939123,10,2.9933121,277.4369579,277.4369579,0.0191765,278.8076983,[-0.3736111111111111],[0.4027777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
156,0,156,0,278.8542621,,278.811956,10,1.2313572,278.8542621,278.8542621,0.0185198,280.1899702,[-0.4861111111111111],[-0.27361111111111114],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
157,0,157,0,280.2372925,,280.1946164,10,2.6427861,280.2372925,280.2372925,0.0197021,281.4247277,[-0.12083333333333333],[-0.3541666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
158,0,158,0,281.4872931,,281.4294187,10,2.1326888,281.4872931,281.4872931,0.0376527,283.7079524,[0.4375],[-0.125],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
159,0,159,0,283.7544005,,283.7118816,10,2.3493258,283.7544005,283.7544005,0.0192715,285.191947,[0.25555555555555554],[-0.4097222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
160,0,160,0,285.2374186,,285.1960615,10,2.0762693,285.2374186,285.2374186,0.0191671,286.5908867,[-0.3902777777777778],[-0.10138888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
161,0,161,0,286.6369256,,286.5955496,10,3.8093333,286.6369256,286.6369256,0.0198047,288.1409386,[-0.041666666666666664],[-0.09305555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
162,0,162,0,288.2037297,,288.1451017,10,1.2819424,288.2037297,288.2037297,0.0366857,289.5730151,[-0.2361111111111111],[0.24166666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
163,0,163,0,289.6197104,,289.5767301,10,1.9813773,289.6197104,289.6197104,0.0309506,293.2405023,[0.10416666666666667],[-0.31666666666666665],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
164,0,164,0,293.2697403,,293.2437615,10,3.4343434,293.2697403,293.2697403,0.0169915,294.9579686,[0.49166666666666664],[0.4152777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
165,0,165,0,295.0205062,,294.9619751,10,1.4049474,295.0205062,295.0205062,0.0346851,296.7896989,[0.4638888888888889],[-0.03194444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
166,0,166,0,296.8199615,,296.7938001,10,1.5923732,296.8199615,296.8199615,0.0171824,298.3405557,[0.03611111111111111],[-0.07777777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
167,0,167,0,298.4030151,,298.3454339,10,1.297855,298.4030151,298.4030151,0.0352363,299.705401,[0.38055555555555554],[0.35555555555555557],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
168,0,168,0,299.7543699,,299.7101877,10,3.1215287,299.7543699,299.7543699,0.0192935,301.2566944,[0.28194444444444444],[0.025],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
169,0,169,0,301.319584,,301.26099,10,3.2154008,301.319584,301.319584,0.0323396,303.8393823,[0.24722222222222223],[0.04861111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
170,0,170,0,303.8861836,,303.8431341,10,1.8487468,303.8861836,303.8861836,0.0311818,306.5393786,[0.027777777777777776],[-0.4652777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
171,0,171,0,306.586159,,306.5433038,10,3.0615468,306.586159,306.586159,0.0313191,308.1411307,[0.3638888888888889],[-0.25972222222222224],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
172,0,172,0,308.1875121,,308.145099,10,1.2469998,308.1875121,308.1875121,0.0203083,309.5405777,[0.1361111111111111],[-0.14583333333333334],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
173,0,173,0,309.6027316,,309.544922,10,1.3117606,309.6027316,309.6027316,0.0325709,311.0389912,[0.35138888888888886],[0.3375],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
174,0,174,0,311.1032268,,311.0427433,10,1.6316472,311.1032268,311.1032268,0.0346529,312.8057661,[-0.1875],[0.1],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
175,0,175,0,312.836091,,312.8093984,10,1.5325319,312.836091,312.836091,0.0168936,314.1077004,[0.14583333333333334],[0.1763888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
176,0,176,0,314.1545589,,314.111737,10,1.2491311,314.1545589,314.1545589,0.0196564,315.4574947,[-0.005555555555555556],[0.27361111111111114],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
177,0,177,0,315.5032642,,315.4630702,10,1.4417534,315.5032642,315.5032642,0.0212607,317.0061063,[-0.37916666666666665],[0.05416666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
178,0,178,0,317.0531059,,317.0109222,10,1.5899792,317.0531059,317.0531059,0.0184244,318.3902706,[-0.3347222222222222],[0.3611111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
179,0,179,0,318.4373711,,318.3943081,10,2.3184389,318.4373711,318.4373711,0.0209434,319.9565997,[0.22083333333333333],[0.09861111111111111],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
180,0,180,0,320.0028388,,319.9608029,10,1.6224807,320.0028388,320.0028388,0.0188407,320.9730353,[0.16666666666666666],[0.10138888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
181,0,181,0,321.019662,,320.9779124,10,2.5979907,321.019662,321.019662,0.0185948,322.4073004,[-0.20972222222222223],[0.19027777777777777],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
182,0,182,0,322.469685,,322.4117583,10,2.2409389,322.469685,322.469685,0.0378862,323.4055048,[-0.12083333333333333],[0.19722222222222222],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
183,0,183,0,323.4359753,,323.4099064,10,1.3915491,323.4359753,323.4359753,0.0181658,325.4061169,[-0.3333333333333333],[-0.44722222222222224],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
184,0,184,0,325.4528493,,325.4106297,10,3.6330874,325.4528493,325.4528493,0.0201596,326.7891179,[-0.020833333333333332],[0.3902777777777778],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
185,0,185,0,326.8530127,,326.7937491,10,1.7932872,326.8530127,326.8530127,0.0335133,328.139414,[0.49444444444444446],[0.46111111111111114],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
186,0,186,0,328.2034978,,328.1437283,10,1.325351,328.2034978,328.2034978,0.0380084,329.9226906,[-0.10138888888888889],[-0.0625],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
187,0,187,0,329.952547,,329.9267254,10,2.5463605,329.952547,329.952547,0.0171085,331.1570001,[-0.44305555555555554],[-0.16527777777777777],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
188,0,188,0,331.2032885,,331.161159,10,2.6653345,331.2032885,331.2032885,0.0216178,331.873082,[-0.44305555555555554],[-0.16527777777777777],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
189,0,189,0,331.9194912,,331.8775687,10,1.5664608,331.9194912,331.9194912,0.0202004,333.5557376,[0.16944444444444445],[-0.38472222222222224],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
190,0,190,0,333.6192792,,333.5599312,10,1.461923,333.6192792,333.6192792,0.0330795,334.9890949,[0.002777777777777778],[-0.2916666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
191,0,191,0,335.019407,,334.9926133,10,1.7286856,335.019407,335.019407,0.0172704,338.0391418,[-0.325],[-0.3638888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
192,0,192,0,338.0860232,,338.0438163,10,0.9560681,338.0860232,338.0860232,0.0198861,339.8894548,[-0.2638888888888889],[-0.06944444444444445],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
193,0,193,0,339.9530823,,339.8940347,10,1.3123696,339.9530823,339.9530823,0.0349773,342.7881836,[0.3680555555555556],[-0.4305555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
194,0,194,0,342.8189474,,342.7919849,10,1.7413227,342.8189474,342.8189474,0.017176,344.5567116,[0.011111111111111112],[-0.14722222222222223],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
195,0,195,0,344.6189733,,344.5613881,10,1.3963716,344.6189733,344.6189733,0.0341575,345.4888372,[0.059722222222222225],[-0.1361111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
196,0,196,0,345.668978,,345.492791,10,2.8597044,345.668978,345.668978,0.1532656,349.0557107,[0.425],[-0.2569444444444444],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
