trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
108,0,108,0,191.2082736,,191.1687129,10,1.7185351,,191.2082736,191.2082736,0.0225065,192.9778532,[-0.3138888888888889],[-0.4583333333333333],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
109,0,109,0,193.0412896,,192.9827098,10,1.7263064,,193.0412896,193.0412896,0.0399793,194.7945175,[0.4263888888888889],[-0.3236111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
110,0,110,0,194.8413049,,194.7983364,10,1.6839086,,194.8413049,194.8413049,0.0178757,196.4129619,[0.32916666666666666],[0.4083333333333333],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
111,0,111,0,196.4747287,,196.4171291,10,2.8240983,,196.4747287,196.4747287,0.0379277,197.9616565,[-0.030555555555555555],[0.4152777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
112,0,112,0,198.007805,,197.9659257,10,2.1953904,,198.007805,198.007805,0.0204246,201.2126913,[0.1763888888888889],[0.2875],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
113,0,113,0,201.2582227,,201.217246,10,1.847033,,201.2582227,201.2582227,0.0211518,202.7627054,[0.3472222222222222],[0.3611111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
114,0,114,0,202.8093101,,202.7669473,10,2.1912402,,202.8093101,202.8093101,0.0212219,204.7124602,[-0.3888888888888889],[0.46944444444444444],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
115,0,115,0,204.7581088,,204.7169531,10,1.7558477,,204.7581088,204.7581088,0.0198575,206.4454393,[0.08888888888888889],[-0.4166666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
116,0,116,0,206.5080432,,206.4498785,10,1.9768587,,206.5080432,206.5080432,0.0399802,208.5597512,[-0.34444444444444444],[-0.05277777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
117,0,117,0,208.6245962,,208.565535,10,1.6721459,,208.6245962,208.6245962,0.0409354,211.2444287,[-0.39305555555555555],[0.45],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
118,0,118,0,211.3071636,,211.2489197,10,1.2905209,,211.3071636,211.3071636,0.0352254,213.1456335,[-0.42777777777777776],[-0.34305555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
119,0,119,0,213.1913995,,213.1498695,10,1.8460592,,213.1913995,213.1913995,0.0230904,214.7113766,[0.22083333333333333],[0.2763888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
120,0,120,0,214.7742264,,214.7156049,10,1.871409,,214.7742264,214.7742264,0.0370727,216.4268158,[0.027777777777777776],[-0.12638888888888888],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
121,0,121,0,216.4904232,,216.4317389,10,2.9963814,,216.4904232,216.4904232,0.0340833,218.0443868,[-0.4222222222222222],[0.1527777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
122,0,122,0,218.1073703,,218.0492202,10,1.4064096,,218.1073703,218.1073703,0.0331073,219.993527,[0.0625],[-0.23055555555555557],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
123,0,123,0,220.0407862,,219.9975667,10,1.9261601,,220.0407862,220.0407862,0.017091,222.0120625,[0.27361111111111114],[-0.09583333333333334],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
124,0,124,0,222.0577548,,222.0160908,10,1.8605186,,222.0577548,222.0577548,0.0218312,223.7454321,[-0.2],[-0.47638888888888886],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
125,0,125,0,223.8076643,,223.7495359,10,2.6668823,,223.8076643,223.8076643,0.0374591,225.6941146,[-0.013888888888888888],[-0.18888888888888888],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
126,0,126,0,225.7570513,,225.6985457,10,2.0901323,,225.7570513,225.7570513,0.0400942,227.8098706,[-0.2861111111111111],[0.2],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
127,0,127,0,227.875042,,227.8137367,10,1.437912,,227.875042,227.875042,0.0316045,230.6952192,[0.002777777777777778],[-0.4013888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
128,0,128,0,230.7570158,,230.6992951,10,2.0559058,,230.7570158,230.7570158,0.0370601,232.3768292,[-0.46111111111111114],[-0.3138888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
129,0,129,0,232.4240323,,232.3840068,10,1.8542834,,232.4240323,232.4240323,0.0221244,234.2629182,[-0.2847222222222222],[0.3416666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
130,0,130,0,234.3073018,,234.2670257,10,1.8444098,,234.3073018,234.3073018,0.0245461,235.6616516,[0.45],[-0.21805555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
131,0,131,0,235.7240928,,235.6660631,10,2.3930055,,235.7240928,235.7240928,0.0382847,237.2972174,[0.3638888888888889],[0.2125],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
132,0,132,0,237.3572965,,237.3013425,10,1.8835642,,237.3572965,237.3572965,0.0391947,240.2110528,[0.002777777777777778],[0.0625],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
133,0,133,0,240.257367,,240.2168055,10,1.8045811,,240.257367,240.257367,0.0202219,241.8445878,[0.48333333333333334],[0.29583333333333334],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
134,0,134,0,241.9066949,,241.8487134,10,1.1148867,,241.9066949,241.9066949,0.0362291,243.2443029,[0.4125],[-0.14027777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
135,0,135,0,243.3067186,,243.2497961,10,2.6400583,,243.3067186,243.3067186,0.0343534,244.5606336,[0.3],[0.3472222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
136,0,136,0,244.6072313,,244.564689,10,1.7854759,,244.6072313,244.6072313,0.0199863,246.4952765,[0.37777777777777777],[0.46944444444444444],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
137,0,137,0,246.5403569,,246.4993654,10,1.2242895,,246.5403569,246.5403569,0.0222053,248.4280649,[-0.4375],[0.05416666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
138,0,138,0,248.4738559,,248.432735,10,1.1576683,,248.4738559,248.4738559,0.0191837,250.0785588,[-0.2708333333333333],[0.31666666666666665],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
139,0,139,0,250.1237797,,250.083005,10,1.2607972,,250.1237797,250.1237797,0.0212177,251.9769032,[-0.05416666666666667],[0.12222222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
140,0,140,0,252.0235459,,251.9822819,10,1.7139851,,252.0235459,252.0235459,0.0194884,253.8947171,[0.42777777777777776],[-0.013888888888888888],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
141,0,141,0,253.9565309,,253.8991884,10,1.5204256,,253.9565309,253.9565309,0.0340976,255.709804,[-0.33194444444444443],[-0.26666666666666666],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
142,0,142,0,255.7728804,,255.7145602,10,1.7445529,,255.7728804,255.7728804,0.035228,257.60975,[-0.4388888888888889],[0.35833333333333334],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
143,0,143,0,257.6574408,,257.6141884,10,2.087854,,257.6574408,257.6574408,0.0210627,259.6279354,[-0.4638888888888889],[-0.30694444444444446],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
144,0,144,0,259.6734199,,259.6323912,10,1.7335622,,259.6734199,259.6734199,0.0198985,263.1788864,[-0.1638888888888889],[-0.13055555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
145,0,145,0,263.2396098,,263.1847877,10,1.2572311,,263.2396098,263.2396098,0.0335935,264.7763099,[0.3375],[-0.28888888888888886],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
146,0,146,0,264.8232796,,264.7801632,10,1.9910765,,264.8232796,264.8232796,0.0180857,266.861001,[0.1763888888888889],[0.3472222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
147,0,147,0,266.9227915,,266.865158,10,1.3805108,,266.9227915,266.9227915,0.0330906,268.3273772,[0.04861111111111111],[-0.2222222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
148,0,148,0,268.3899556,,268.3310257,10,1.270972,,268.3899556,268.3899556,0.0372986,270.8602461,[-0.07083333333333333],[-0.43472222222222223],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
149,0,149,0,270.9229805,,270.8648282,10,1.6214795,,270.9229805,270.9229805,0.0385032,272.7442016,[-0.25555555555555554],[0.3138888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
150,0,150,0,272.8068105,,272.7482458,10,1.1396335,,272.8068105,272.8068105,0.0363562,275.509421,[-0.10833333333333334],[0.004166666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
151,0,151,0,275.5730049,,275.5143101,10,1.8263759,,275.5730049,275.5730049,0.0352849,277.8433682,[-0.37083333333333335],[-0.36666666666666664],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
152,0,152,0,277.9068083,,277.8474535,10,1.8550203,,277.9068083,277.9068083,0.0358129,279.7091108,[-0.29583333333333334],[0.08472222222222223],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
153,0,153,0,279.7565276,,279.712816,10,1.1952957,,279.7565276,279.7565276,0.0171,281.4121895,[-0.09166666666666666],[0.3736111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
154,0,154,0,281.4923906,,281.4163795,10,2.0619039,,281.4923906,281.4923906,0.0418731,283.2444869,[-0.4527777777777778],[0.10694444444444444],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
155,0,155,0,283.3235762,,283.2484494,10,1.7720164,,283.3235762,283.3235762,0.0452499,284.7923142,[-0.1388888888888889],[-0.21666666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
156,0,156,0,284.8226575,,284.7959862,10,1.5067011,,284.8226575,284.8226575,0.0172189,286.9935054,[-0.09583333333333334],[0.4125],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
157,0,157,0,287.0396374,,286.9976957,10,2.0700359,,287.0396374,287.0396374,0.0229996,288.3940305,[0.2847222222222222],[0.018055555555555554],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
158,0,158,0,288.4565798,,288.398268,10,2.6390113,,288.4565798,288.4565798,0.0339504,289.9256251,[-0.3541666666666667],[-0.06111111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
159,0,159,0,289.973653,,289.929113,10,1.8614088,,289.973653,289.973653,0.0177955,292.2096266,[0.0625],[-0.4736111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
160,0,160,0,292.2723145,,292.2137675,10,1.6742791,,292.2723145,292.2723145,0.0343414,294.1756902,[0.44027777777777777],[-0.43194444444444446],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
161,0,161,0,294.2393721,,294.1794516,10,1.5782224,,294.2393721,294.2393721,0.0335635,296.4919924,[-0.2847222222222222],[-0.425],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
162,0,162,0,296.5565409,,296.4967978,10,1.9115816,,296.5565409,296.5565409,0.0363094,299.0255807,[-0.0625],[0.30972222222222223],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
163,0,163,0,299.0887916,,299.0294716,10,1.9070803,,299.0887916,299.0887916,0.0340914,300.3428166,[-0.05],[0.2652777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
164,0,164,0,300.3895225,,300.3464949,10,2.0715965,,300.3895225,300.3895225,0.0174979,301.9260306,[-0.005555555555555556],[-0.4722222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
165,0,165,0,301.9725847,,301.9303499,10,2.849837,,301.9725847,301.9725847,0.0232009,303.3264947,[0.33194444444444443],[0.02638888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
166,0,166,0,303.3725193,,303.3310406,10,1.6405876,,303.3725193,303.3725193,0.01887,304.9600883,[0.43333333333333335],[0.37916666666666665],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
167,0,167,0,305.0065946,,304.9642318,10,1.5930571,,305.0065946,305.0065946,0.0239244,306.4258771,[-0.3375],[-0.4513888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
168,0,168,0,306.4725843,,306.4303068,10,2.8705998,,306.4725843,306.4725843,0.0193634,307.973817,[0.20416666666666666],[-0.3],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
169,0,169,0,308.0409928,,307.9782974,10,1.3594125,,308.0409928,308.0409928,0.0332659,311.3627548,[-0.2652777777777778],[-0.38472222222222224],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
170,0,170,0,311.4228871,,311.3684093,10,1.2769217,,311.4228871,311.4228871,0.0381369,312.9590608,[0.14722222222222223],[0.49166666666666664],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
171,0,171,0,313.0079022,,312.9632629,10,1.7769249,,313.0079022,313.0079022,0.0207065,315.1439606,[-0.23055555555555557],[-0.46805555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
172,0,172,0,315.2054265,,315.1480514,10,1.8599525,,315.2054265,315.2054265,0.0347736,318.4257736,[0.3902777777777778],[-0.4236111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
173,0,173,0,318.4728817,,318.430682,10,1.5582321,,318.4728817,318.4728817,0.0207764,321.1933447,[0.08611111111111111],[-0.44583333333333336],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
174,0,174,0,321.2396807,,321.1976871,10,1.4294658,,321.2396807,321.2396807,0.0197171,322.8095972,[0.0875],[-0.24027777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
175,0,175,0,322.8555858,,322.8138491,10,2.4919422,,322.8555858,322.8555858,0.0195515,323.9092557,[0.06111111111111111],[-0.225],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
176,0,176,0,323.9722318,,323.9134938,10,1.8408625,,323.9722318,323.9722318,0.0341339,327.8913853,[-0.1638888888888889],[0.35694444444444445],[1],[0],[0],,[],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
177,0,177,0,327.9395518,,327.895648,10,2.7249783,,327.9395518,327.9395518,0.0183107,329.425824,[-0.125],[-0.4722222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
178,0,178,0,329.4722346,,329.4329736,10,2.2941054,,329.4722346,329.4722346,0.0206788,331.5424394,[-0.24027777777777778],[-0.07222222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
179,0,179,0,331.5888134,,331.5493584,10,1.8261934,,331.5888134,331.5888134,0.0210122,333.4753723,[0.07916666666666666],[0.43333333333333335],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
180,0,180,0,333.5387355,,333.4800907,10,1.7862,,333.5387355,333.5387355,0.0354743,335.2937619,[-0.46944444444444444],[0.16111111111111112],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
181,0,181,0,335.3555426,,335.2979078,10,1.4989689,,335.3555426,335.3555426,0.0394643,337.0598489,[-0.19722222222222222],[0.2125],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
182,0,182,0,337.1063749,,337.0637526,10,1.4937997,,337.1063749,337.1063749,0.0215588,338.4927677,[-0.16944444444444445],[0.04861111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
183,0,183,0,338.5397431,,338.4973235,10,1.9279849,,338.5397431,338.5397431,0.0205175,341.3100603,[-0.2625],[0.4152777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
184,0,184,0,341.3559546,,341.3144496,10,2.2790599,,341.3559546,341.3559546,0.0220265,342.777898,[-0.30833333333333335],[-0.15416666666666667],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
185,0,185,0,342.8223084,,342.7820522,10,2.4927913,,342.8223084,342.8223084,0.0257224,344.0757479,[-0.2861111111111111],[-0.16805555555555557],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
186,0,186,0,344.1389561,,344.0798424,10,1.2795148,,344.1389561,344.1389561,0.0363296,346.0577528,[0.1388888888888889],[-0.38333333333333336],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
187,0,187,0,346.1054804,,346.062195,10,3.3510199,,346.1054804,346.1054804,0.0207447,347.7932743,[0.325],[-0.2763888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
188,0,188,0,347.8551993,,347.7973143,10,1.5524801,,347.8551993,347.8551993,0.0378285,350.508982,[0.15138888888888888],[-0.10138888888888889],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
189,0,189,0,350.572643,,350.5174181,10,3.2427748,,350.572643,350.572643,0.0337656,351.9924036,[0.03333333333333333],[-0.18888888888888888],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
190,0,190,0,352.0383996,,351.996629,10,3.943869,,352.0383996,352.0383996,0.0206436,354.0418472,[-0.3541666666666667],[0.41805555555555557],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
191,0,191,0,354.10532,,354.0485771,10,1.7786141,,354.10532,354.10532,0.0354002,356.6754548,[0.4097222222222222],[-0.4027777777777778],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
192,0,192,0,356.73841,,356.6798213,10,1.7224484,,356.73841,356.73841,0.0317284,359.8761681,[0.15694444444444444],[-0.4597222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
193,0,193,0,359.9229458,,359.8802286,10,1.9417858,,359.9229458,359.9229458,0.0205531,361.3933065,[-0.3013888888888889],[-0.06111111111111111],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
194,0,194,0,361.4554005,,361.3999559,10,2.6737811,,361.4554005,361.4554005,0.0282682,363.0073238,[0.4875],[-0.3680555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
195,0,195,0,363.0714801,,363.0138732,10,2.5922749,,363.0714801,363.0714801,0.0284356,364.4736124,[0.22083333333333333],[0.15555555555555556],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
196,0,196,0,364.5378868,,364.4787,10,3.1644753,,364.5378868,364.5378868,0.0316464,365.6749316,[0.20416666666666666],[-0.09722222222222222],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
197,0,197,0,365.7395574,,365.6791811,10,1.1650442,,365.7395574,365.7395574,0.0369665,368.0426712,[-0.034722222222222224],[-0.25972222222222224],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
198,0,198,0,368.0895157,,368.0469632,10,2.3264486,,368.0895157,368.0895157,0.0226324,369.5092206,[-0.21944444444444444],[0.19166666666666668],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
199,0,199,0,369.5734342,,369.5150665,10,2.3545781,,369.5734342,369.5734342,0.0390234,371.9081713,[-0.13055555555555556],[-0.18055555555555555],[1],[0],[0],,['target'],P4,1,2024-10-10_11h27.38.471,untitled,2024.1.5,None,2024-10-10 11h27.50.612678 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT5,1.741480392,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT10,1.917781973,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Slope=,0.035260316,,,,,,,,,,,,,,,,,,,
