reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,60,89,1,3,10,4,36.98891970003024,,36.97466419998091,36.98891970003024,37.98890570004005,37.98890570004005,37.98890570004005,40.373448699945584,t,2.3705268000485376,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,1,4,11,5,40.39102149999235,,40.37468889995944,40.39102149999235,41.388848199974746,41.388848199974746,41.40553290001117,44.07436590001453,t,2.674720700015314,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,1,5,12,2,44.08853489998728,,44.07562160002999,44.08853489998728,45.08891339995898,45.08891339995898,45.08891339995898,46.956746999989264,l,1.850738300010562,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,1,6,13,0,46.97222300001886,,46.957470900029875,46.97222300001886,47.972189699998125,47.972189699998125,47.972189699998125,49.356457000016235,l,1.3676232999423519,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,2,0,14,0,49.371717800037004,,49.357332100044005,49.371717800037004,50.37168790004216,50.37168790004216,50.37168790004216,53.02384669997264,l,2.6500620000297204,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,2,1,15,1,53.03921379998792,,53.02582620002795,53.03921379998792,54.03860640001949,54.03860640001949,54.03860640001949,55.78980899997987,t,1.7344661999959499,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,2,2,16,3,55.8052699000109,,55.79107279994059,55.8052699000109,56.80522730003577,56.80522730003577,56.80522730003577,59.256038399995305,t,2.4497228999389336,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,2,3,17,2,59.27150959998835,,59.25691260001622,59.27150959998835,60.271840399946086,60.271840399946086,60.271840399946086,61.42356030002702,t,1.135000400012359,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,2,4,18,4,61.43846279999707,,61.42508479999378,61.43846279999707,62.43832970003132,62.43832970003132,62.43832970003132,64.0741167999804,l,1.6255055000074208,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,2,5,19,5,64.08835099998396,,64.07547389995307,64.08835099998396,65.08841490000486,65.08841490000486,65.08841490000486,66.90746829996351,t,1.809987699962221,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,2,6,20,6,66.92175620002672,,66.90864699997474,66.92175620002672,67.92153659998439,67.92153659998439,67.92153659998439,70.15740040002856,t,2.228312899940647,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,3,0,21,5,70.17164169996977,,70.15858869999647,70.17164169996977,71.17173669999465,71.17173669999465,71.17173669999465,73.75661129993387,t,2.5756548000499606,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,3,1,22,2,73.77161179995164,,73.75768429995514,73.77161179995164,74.7717399999965,74.7717399999965,74.7717399999965,76.6727037000237,t,1.8956821000901982,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,3,2,23,6,76.68813769996632,,76.67359879997093,76.68813769996632,77.68831180001143,77.68831180001143,77.68831180001143,80.45697049994487,t,2.7609237999422476,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,3,3,24,3,80.47136029996909,,80.45857130002696,80.47136029996909,81.47143060003873,81.47143060003873,81.48815340001602,84.68984989996534,t,3.2055120000150055,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,3,4,25,4,84.70477279997431,,84.69101579999551,84.70477279997431,85.70489529997576,85.70489529997576,85.70489529997576,87.13984349998645,l,1.430649199988693,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,3,5,26,1,87.15479009994306,,87.14180630003102,87.15479009994306,88.15477479994297,88.15477479994297,88.15477479994297,90.53958810004406,t,2.3675355999730527,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,3,6,27,0,90.55469200003427,,90.54076270002406,90.55469200003427,91.5547796000028,91.5547796000028,91.5547796000028,93.29019379999954,l,1.7272359000053257,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,4,0,28,3,93.30472979997285,,93.29131560004316,93.30472979997285,94.30464770004619,94.30464770004619,94.30464770004619,96.17283529997803,l,1.860926599940285,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,4,1,29,4,96.187835299992,,96.17372610000893,96.187835299992,97.18785320001189,97.18785320001189,97.18785320001189,99.10615340003278,l,1.9039837999735028,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,4,2,30,0,99.12137069995515,,99.10713429993484,99.12137069995515,100.12134940002579,100.12134940002579,100.12134940002579,102.27253680001013,l,2.1388494999846444,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,4,3,31,6,102.28785429999698,,102.27348500001244,102.28785429999698,103.28788990003522,103.28788990003522,103.28788990003522,104.67360430001281,t,1.3815813000546768,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,4,4,32,1,104.68785590003245,,104.67484240001068,104.68785590003245,105.68774750002194,105.68774750002194,105.68774750002194,107.57249619998038,t,1.8679429999319836,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,4,5,33,2,107.5877821999602,,107.57355820003431,107.5877821999602,108.58758940000553,108.58758940000553,108.58758940000553,110.37248659995385,t,1.778414799948223,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,4,6,34,5,110.3876089999685,,110.37343060004059,110.3876089999685,111.38770169997588,111.38770169997588,111.38770169997588,113.20618929993361,t,1.8094694000901654,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,5,0,35,0,113.22109789995011,,113.20729349995963,113.22109789995011,114.2210515999468,114.2210515999468,114.2210515999468,115.40577079996001,l,1.167461899924092,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,5,1,36,2,115.42107489996124,,115.40679599996656,115.42107489996124,116.42093749996275,116.42093749996275,116.42093749996275,118.42290879995562,l,1.9960418000118807,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,5,2,37,5,118.43776360002812,,118.42401109996717,118.43776360002812,119.43746129993815,119.43746129993815,119.43746129993815,120.85565539996605,t,1.4078408998902887,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,5,3,38,3,120.87079529999755,,120.85662139998749,120.87079529999755,121.87088760000188,121.87088760000188,121.87088760000188,124.07322979997844,l,2.199672600021586,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,5,4,39,4,124.08765540004242,,124.07483629998751,124.08765540004242,125.08757650002372,125.08757650002372,125.08757650002372,127.25637860002462,t,2.1635398999787867,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,5,5,40,1,127.27080109994859,,127.2574908999959,127.27080109994859,128.27090989996213,128.27090989996213,128.27090989996213,129.77295849996153,t,1.4967133000027388,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,5,6,41,6,129.7873887999449,,129.77415890002158,129.7873887999449,130.78737619996537,130.78737619996537,130.78737619996537,132.3892059000209,t,1.5898854000261053,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,6,0,42,6,132.40412189997733,,132.39029569993727,132.40412189997733,133.40415940003004,133.40415940003004,133.40415940003004,134.57259340002201,t,1.1510037999833003,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,6,1,43,4,134.58721969998442,,134.57377869996708,134.58721969998442,135.58736969996244,135.58736969996244,135.58736969996244,137.4050186999375,t,1.8028326999628916,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,6,2,44,0,137.42053440003656,,137.4058160999557,137.42053440003656,138.42070479993708,138.42070479993708,138.42070479993708,139.44007879996207,l,1.011439000023529,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,6,3,45,3,139.45655689993873,,139.44132999994326,139.45655689993873,140.4537995000137,140.4537995000137,140.47038319997955,141.87203700002283,t,1.4034994000103325,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,6,4,46,5,141.88711470004637,,141.87319399998523,141.88711470004637,142.88716909999494,142.88716909999494,142.88716909999494,144.0564542999491,t,1.159586500027217,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,6,5,47,1,144.07053479994647,,144.05782009998802,144.07053479994647,145.07075009995606,145.07075009995606,145.07075009995606,146.32185980002396,l,1.2446340000024065,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,6,6,48,2,146.33724399993662,,146.32275139994454,146.33724399993662,147.3369720999617,147.3369720999617,147.3369720999617,148.6889040999813,t,1.3394328999565914,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,7,0,49,6,148.7037624999648,,148.69002820004243,148.7037624999648,149.7039034999907,149.7039034999907,149.7039034999907,151.17174130002968,t,1.4633102000225335,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,7,1,50,4,151.18715809995774,,151.17285999993328,151.18715809995774,152.18706230004318,152.18706230004318,152.18706230004318,153.6045645000413,t,1.4089015000499785,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,7,2,51,1,153.62045799999032,,153.60535339999478,153.62045799999032,154.62051589996554,154.62051589996554,154.62051589996554,155.68904049997218,t,1.0645351000130177,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,7,3,52,3,155.70372799993493,,155.69015159993432,155.70372799993493,156.70418100000825,156.70418100000825,156.70418100000825,157.90561729995534,l,1.1855218999553472,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,7,4,53,2,157.92032719997223,,157.9067640999565,157.92032719997223,158.9202867000131,158.9202867000131,158.9202867000131,160.3883042000234,l,1.4550752999493852,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,7,5,54,0,160.4037563999882,,160.38940079999156,160.4037563999882,161.40127719996963,161.40127719996963,161.41805380000733,163.20493989996612,l,1.7874466999201104,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,7,6,55,5,163.22015920002013,,163.20611669996288,163.22015920002013,164.22037630004343,164.22037630004343,164.22037630004343,165.13891780003905,t,0.9111980999587104,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,8,0,56,6,165.15364499995485,,165.1400654000463,165.15364499995485,166.15380049997475,166.15380049997475,166.15380049997475,167.38880469999276,t,1.2298798999981955,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,8,1,57,5,167.40351570001803,,167.38993830000982,167.40351570001803,168.40354460000526,168.40354460000526,168.40354460000526,169.75568079994991,t,1.347528399899602,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,8,2,58,4,169.7701446999563,,169.75680360000115,169.7701446999563,170.7702848999761,170.7702848999761,170.7702848999761,172.10570529999677,t,1.3282539999345317,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,8,3,59,0,172.12123659998178,,172.10708390001673,172.12123659998178,173.12013199995272,173.12013199995272,173.12013199995272,174.10524399997666,l,0.9698901999508962,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,8,4,60,2,174.12019509996753,,174.10629170003813,174.12019509996753,175.1200867999578,175.1200867999578,175.1200867999578,176.88901970000006,t,1.764849399914965,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,8,5,61,1,176.90347649995238,,176.89031859999523,176.90347649995238,177.90350350004155,177.90350350004155,177.90350350004155,179.47113800002262,l,1.5548329999437556,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,8,6,62,3,179.4866130000446,,179.47198529995512,179.4866130000446,180.48690230003558,180.48690230003558,180.48690230003558,182.0384006999666,l,1.5368699999526143,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,9,0,63,4,182.05319959996268,,182.03942799998913,182.05319959996268,183.05340900004376,183.05340900004376,183.05340900004376,184.1220108999405,t,1.0579832000657916,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,9,1,64,5,184.13653489993885,,184.12318260001484,184.13653489993885,185.13651939993724,185.13651939993724,185.13651939993724,185.78863630001433,t,0.6477873999392614,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,9,2,65,0,185.8032534000231,,185.78978350001853,185.8032534000231,186.80312990001403,186.80312990001403,186.80312990001403,187.90521600004286,l,1.090470999944955,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,9,3,66,1,187.91988299996592,,187.90627359994687,187.91988299996592,188.91986529994756,188.91986529994756,188.91986529994756,190.73813129996415,t,1.8025058000348508,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,9,4,67,3,190.75393510004506,,190.73955970001407,190.75393510004506,191.7531302999705,191.7531302999705,191.7531302999705,192.75455519999377,l,0.9847227999707684,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,9,5,68,2,192.76980180002283,,192.7559723999584,192.76980180002283,193.76974479993805,193.76974479993805,193.76974479993805,194.58866759994999,t,0.8147633998887613,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,9,6,69,6,194.603026399971,,194.58982570003718,194.603026399971,195.6029758999357,195.6029758999357,195.6029758999357,196.48780320002697,t,0.8760028999531642,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,10,0,70,4,196.5031192000024,,196.4887419999577,196.5031192000024,197.5029663000023,197.5029663000023,197.5029663000023,198.58853499998804,t,1.0829271000111476,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,10,1,71,2,198.60298119997606,,198.58959730004426,198.60298119997606,199.60304750001524,199.60304750001524,199.60304750001524,201.22137409995776,l,1.6023561999900267,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,10,2,72,6,201.23632230004296,,201.2225468000397,201.23632230004296,202.2364072999917,202.2364072999917,202.2364072999917,203.27093500003684,t,1.0195603999309242,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,10,3,73,5,203.28625550004654,,203.27191340003628,203.28625550004654,204.28620960004628,204.28620960004628,204.28620960004628,205.55558249994647,t,1.2671867000171915,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,10,4,74,1,205.56963549996726,,205.55670079996344,205.56963549996726,206.5696579000214,206.5696579000214,206.5696579000214,207.65448979998473,l,1.0691963999997824,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,10,5,75,0,207.66944029997103,,207.65590499993414,207.66944029997103,208.66961250000168,208.66961250000168,208.66961250000168,209.90444049995858,t,1.2199698999756947,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,10,6,76,3,209.9195263000438,,209.9058073000051,209.9195263000438,210.91957419994287,210.91957419994287,210.91957419994287,211.78787050000392,t,0.865431800018996,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,11,0,77,1,211.8027357000392,,211.78894130000845,211.8027357000392,212.80278599995654,212.80278599995654,212.80278599995654,213.7043330000015,l,0.8869231999851763,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,11,1,78,5,213.71958010003436,,213.70540959993377,213.71958010003436,214.71956560004037,214.71956560004037,214.71956560004037,216.22134719998576,l,1.4902459000004455,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,11,2,79,6,216.23617009993177,,216.22251620003954,216.23617009993177,217.23610290000215,217.23610290000215,217.23610290000215,218.3548848000355,l,1.111686300020665,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,11,3,80,3,218.36930509994272,,218.35615210002288,218.36930509994272,219.3695595000172,219.3695595000172,219.3695595000172,220.204767899937,t,0.8209613000508398,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,11,4,81,0,220.2194293999346,,220.20611110003665,220.2194293999346,221.2195372999413,221.2195372999413,221.2195372999413,222.92157959996257,l,1.6949714000802487,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,11,5,82,4,222.9359559000004,,222.9226927999407,222.9359559000004,223.935810499941,223.935810499941,223.935810499941,225.12226570001803,l,1.1840764000080526,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,11,6,83,2,225.13639240001794,,225.1235453999834,225.13639240001794,226.13597449997906,226.13597449997906,226.13597449997906,228.35472139995545,t,2.2136044999351725,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,12,0,84,0,228.36916370003019,,228.35636770003475,228.36916370003019,229.36910689994693,229.36910689994693,229.36910689994693,230.57121409999672,t,1.1908113999525085,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,12,1,85,5,230.58624470001087,,230.57256120000966,230.58624470001087,231.5859299999429,231.5859299999429,231.5859299999429,232.88716599997133,t,1.284464000025764,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,12,2,86,3,232.9026281000115,,232.88836919993628,232.9026281000115,233.90227119997144,233.90227119997144,233.90227119997144,236.50340179994237,l,2.587539099971764,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,12,3,87,1,236.51904179994017,,236.50414680002723,236.51904179994017,237.5194305999903,237.5194305999903,237.5194305999903,239.2711539999582,t,1.7421227000886574,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,12,4,88,6,239.28761020000093,,239.27317259996198,239.28761020000093,240.28577129996847,240.28577129996847,240.30255180003587,241.58774200000335,t,1.2976937000639737,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,12,5,89,4,241.6024591999594,,241.58873319998384,241.6024591999594,242.60223319998477,242.60223319998477,242.60223319998477,243.88706500001717,l,1.2752924000378698,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,12,6,90,2,243.90229370002635,,243.88838479993865,243.90229370002635,244.90247329999693,244.90247329999693,244.90247329999693,246.75440530001651,t,1.8354711000574753,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
11,30,7,13,0,91,0,246.76896070002113,,246.75569210003596,246.76896070002113,247.769198999973,247.769198999973,247.769198999973,249.57040089997463,t,1.7847411000402644,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
49,60,89,13,1,92,4,249.58565539994743,,249.57149390003178,249.58565539994743,250.58558339998126,250.58558339998126,250.58558339998126,253.93644610000774,l,3.3370309999445453,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
78,80,162,13,2,93,6,253.95223309996072,,253.93732399994042,253.95223309996072,254.952260299935,254.952260299935,254.952260299935,256.1207659000065,t,1.1549104999285191,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
67,75,119,13,3,94,5,256.1358208999736,,256.12223560002167,256.1358208999736,257.1353727999376,257.1353727999376,257.1353727999376,259.37103689997457,t,2.220718799973838,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
27,50,21,13,4,95,2,259.38549200003035,,259.3722058000276,259.38549200003035,260.3855466999812,260.3855466999812,260.3855466999812,261.6375639999751,l,1.2384589000139385,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
40,55,62,13,5,96,3,261.65204499999527,,261.63885570003185,261.65204499999527,262.65213009994477,262.65213009994477,262.65213009994477,264.5034961999627,t,1.836362799978815,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
15,35,43,13,6,97,1,264.51866309996694,,264.5049067999935,264.51866309996694,265.5187687999569,265.5187687999569,265.5187687999569,267.20357819995843,l,1.6764414000790566,None,2,001,2024-11-20_11h23.03.284,delay_discounting,2024.1.5,None,2024-11-20 11h23.13.102089 +0530,
