reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15,35,43,13,4,95,1,216.21702990005724,,216.20342090004124,216.21702990005724,217.21706090006046,217.21706090006046,217.21706090006046,217.80231689999346,t,0.5759326000697911,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
27,50,21,13,5,96,2,217.8169214000227,,217.80343410000205,217.8169214000227,218.81714970001485,218.81714970001485,218.81714970001485,219.41904770000838,l,0.5971404999727383,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
67,75,119,13,6,97,5,219.43355590000283,,219.42027100000996,219.43355590000283,220.43372680002358,220.43372680002358,220.43372680002358,221.1353743999498,t,0.6844385999720544,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
40,55,62,14,0,98,3,221.15023210004438,,221.13686289999168,221.15023210004438,222.15038939996157,222.15038939996157,222.15038939996157,222.68524250003975,t,0.5223744000541046,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
15,35,43,14,1,99,1,222.700317800045,,222.68636709998827,222.700317800045,223.70035249996,223.70035249996,223.70035249996,224.16876879998017,t,0.4647874999791384,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
67,75,119,14,2,100,5,224.18355249997694,,224.1699211000232,224.18355249997694,225.1835965999635,225.1835965999635,225.1835965999635,226.0359406999778,t,0.8486416999949142,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
78,80,162,14,3,101,6,226.05019820004236,,226.037191899959,226.05019820004236,227.05002620001324,227.05002620001324,227.05002620001324,227.5855529999826,t,0.5256439000368118,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
49,60,89,14,4,102,4,227.60013859998435,,227.58662840002216,227.60013859998435,228.60019939998165,228.60019939998165,228.60019939998165,229.0367344999686,t,0.43372490000911057,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
27,50,21,14,5,103,2,229.05148360005114,,229.03820970002562,229.05148360005114,230.05015010002535,230.05015010002535,230.06664179998916,231.26861629995983,l,1.2020018000621349,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
11,30,7,14,6,104,0,231.28347210003994,,231.2697068999987,231.28347210003994,232.2835651000496,232.2835651000496,232.2835651000496,232.96884620003402,t,0.6749462999869138,None,4,001,2024-11-20_12h13.27.676,delay_discounting,2024.1.5,None,2024-11-20 12h13.39.314288 +0530,
