word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Street,yellow,C,y,0,18,18,0,49.68363969982602,,,,,,,,,49.669916899874806,49.68363969982602,49.68363969982602,50.18390139983967,50.18390139983967,51.26862579979934,y,1,1.5795749998651445,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Lonely,red,I,r,0,19,19,17,51.28383919992484,,,,,,,,,51.269441299838945,51.28383919992484,51.28383919992484,51.7836211998947,51.7836211998947,52.885979499900714,r,1,1.5963951000012457,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Chalk,yellow,C,y,0,20,20,16,52.900550599908456,,,,,,,,,52.88699289993383,52.900550599908456,52.900550599908456,53.400520799914375,53.400520799914375,54.102016899967566,g,0,1.1855256000999361,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Pain,blue,I,b,0,21,21,15,54.117134699830785,,,,,,,,,54.10291579994373,54.117134699830785,54.117134699830785,54.61722529982217,54.61722529982217,55.70188229996711,b,1,1.5754140999633819,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Chair,blue,C,b,0,22,22,7,55.717030899832025,,,,,,,,,55.70276159979403,55.717030899832025,55.717030899832025,56.216912399977446,56.216912399977446,57.119115999899805,b,1,1.3983562998473644,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Wall,red,C,r,0,23,23,9,57.13591479999013,,,,,,,,,57.1203767999541,57.13591479999013,57.13591479999013,57.63383169984445,57.6501884998288,59.18486649985425,r,1,2.042282900074497,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Misery,red,I,r,0,24,24,25,59.200258099939674,,,,,,,,,59.185748799936846,59.200258099939674,59.200258099939674,59.7001622999087,59.7001622999087,60.6351391999051,r,1,1.4259810999501497,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Window,blue,C,b,0,25,25,23,60.6503429999575,,,,,,,,,60.63601189991459,60.6503429999575,60.6503429999575,61.15014029992744,61.15014029992744,62.18537459988147,b,1,1.5218229999300092,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Terror,yellow,I,y,0,26,26,8,62.20027479995042,,,,,,,,,62.18653229996562,62.20027479995042,62.20027479995042,62.699947299901396,62.699947299901396,64.4356782999821,y,1,2.2265680998098105,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Pen,green,C,g,0,27,27,14,64.4504618998617,,,,,,,,,64.43651609984227,64.4504618998617,64.4504618998617,64.95023639989085,64.95023639989085,65.71843709982932,g,1,1.2566377001348883,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Book,blue,C,b,0,28,28,11,65.73365579987876,,,,,,,,,65.71942179999314,65.73365579987876,65.73365579987876,66.23396199988201,66.23396199988201,67.15318149980158,r,0,1.4008506999816746,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Fear,yellow,I,y,0,29,29,28,67.16722269984894,,,,,,,,,67.15429629990831,67.16722269984894,67.16722269984894,67.6672444997821,67.6672444997821,69.13486549980007,y,1,1.9537037999834865,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
Murder,green,I,g,0,30,30,18,69.1502914999146,,,,,,,,,69.13569799996912,69.1502914999146,69.1502914999146,69.65006859996356,69.65006859996356,71.88504259986803,g,1,2.725757700158283,None,,,,,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,71.88591669988818,71.90028669987805,72.90027789981104,72.88465529982932,3,001,2024-12-04_14h20.51.707,emotional_stroop,2024.1.5,None,2024-12-04 14h21.01.417473 +0530,
