word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Fear,yellow,I,y,0,9,9,28,21.51870770007372,,,,,,,,,21.49665839993395,21.51870770007372,21.51870770007372,22.01458949991502,22.02846319996752,23.075574199901894,y,1,1.5435889000073075,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Tree,blue,C,b,0,10,10,27,23.09399459999986,,,,,,,,,23.07680410007015,23.09399459999986,23.09399459999986,23.593770599924028,23.609557499876246,24.82691810000688,b,1,1.7210059000644833,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Pain,blue,I,b,0,11,11,15,24.843771599931642,,,,,,,,,24.82809829991311,24.843771599931642,24.843771599931642,25.339992600027472,25.35734170000069,27.03362930007279,b,1,2.1731928000226617,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Flower,green,C,g,0,12,12,30,27.056417899904773,,,,,,,,,27.03534399997443,27.056417899904773,27.056417899904773,27.54607170005329,27.562532000010833,28.34485480003059,g,1,1.2816464002244174,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Death,green,I,g,0,13,13,10,28.364758600015193,,,,,,,,,28.346181500004604,28.364758600015193,28.364758600015193,28.860555900027975,28.87531749997288,30.265169499907643,g,1,1.8941606997977942,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Misery,red,I,r,0,14,14,25,30.287318999879062,,,,,,,,,30.26622650003992,30.287318999879062,30.287318999879062,30.77588289999403,30.79131449991837,32.39456190005876,r,1,2.096220700070262,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Book,blue,C,b,0,15,15,11,32.41181379999034,,,,,,,,,32.396252600010484,32.41181379999034,32.41181379999034,32.91036490001716,32.92518529994413,33.627865199930966,b,1,1.203731199959293,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Chalk,green,C,g,0,16,16,2,33.64840040006675,,,,,,,,,33.62919169990346,33.64840040006675,33.64840040006675,34.14200129988603,34.15698119997978,34.87675919989124,g,1,1.2195664998143911,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Pen,green,C,g,0,17,17,14,34.89464149996638,,,,,,,,,34.87802980002016,34.89464149996638,34.89464149996638,35.39623319986276,35.40973509987816,35.99636560003273,g,1,1.0959383000154048,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Murder,green,I,g,0,18,18,18,36.01920369989239,,,,,,,,,35.99766199989244,36.01920369989239,36.01920369989239,36.50587660004385,36.52411239990033,38.21090970002115,g,1,2.1773903998546302,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Anxious,green,I,g,0,19,19,6,38.23085459996946,,,,,,,,,38.21246279985644,38.23085459996946,38.23085459996946,38.72391170007177,38.741033599944785,40.693494299892336,g,1,2.4497058000415564,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Street,yellow,C,y,0,20,20,0,40.71366459992714,,,,,,,,,40.69449799996801,40.71366459992714,40.71366459992714,41.19757910002954,41.214052099967375,42.66450800001621,y,1,1.932459499919787,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Guilt,red,I,r,0,21,21,1,42.68991479999386,,,,,,,,,42.66599639994092,42.68991479999386,42.68991479999386,43.179312200052664,43.19510570005514,45.39254510006867,r,1,2.69315250008367,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Terror,yellow,I,y,0,22,22,8,45.41171670006588,,,,,,,,,45.393805200001225,45.41171670006588,45.41171670006588,45.9111716998741,45.92736079986207,48.058719999855384,y,1,2.6302942999172956,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Lonely,red,I,r,0,23,23,17,48.08024500007741,,,,,,,,,48.0597200000193,48.08024500007741,48.08024500007741,48.575162400025874,48.59095530002378,50.67717429995537,r,1,2.5899887999985367,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Broom,red,C,r,0,24,24,21,50.69590689986944,,,,,,,,,50.67884359997697,50.69590689986944,50.69590689986944,51.191818200051785,51.20932730007917,52.12754340004176,r,1,1.4268277999944985,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Hate,green,I,g,0,25,25,22,52.15970960003324,,,,,,,,,52.12987930001691,52.15970960003324,52.15970960003324,52.64438880002126,52.6599931998644,54.37633690005168,g,1,2.2113727999385446,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Failure,yellow,I,y,0,26,26,12,54.40022820001468,,,,,,,,,54.37755690002814,54.40022820001468,54.40022820001468,54.891127299983054,54.90649520000443,56.6936991000548,y,1,2.2819457999430597,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Dear,blue,C,b,0,27,27,19,56.711551500018686,,,,,,,,,56.69516330002807,56.711551500018686,56.711551500018686,57.20884079998359,57.225741599919274,57.90932979993522,b,1,1.1859937000554055,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Wall,red,C,r,0,28,28,9,57.93214759998955,,,,,,,,,57.910667799878865,57.93214759998955,57.93214759998955,58.42305499990471,58.440393100026995,59.209791299887,g,0,1.2644583000801504,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Chair,blue,C,b,0,29,29,7,59.228364899987355,,,,,,,,,59.211182500002906,59.228364899987355,59.228364899987355,59.72558069997467,59.7400106000714,60.628679000074044,b,1,1.394890199881047,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
Despair,yellow,I,y,0,30,30,20,60.65186810004525,,,,,,,,,60.63163289986551,60.65186810004525,60.65186810004525,61.142585000023246,61.15852930000983,62.54271909990348,y,1,1.8786959999706596,None,,,,,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62.54369689989835,62.557683599879965,63.55640090000816,63.54172779992223,4,001,2024-12-04_14h22.42.365,emotional_stroop,2024.1.5,None,2024-12-04 14h22.52.563477 +0530,
