word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Chair,blue,C,b,0,19,19,7,32.225968500133604,,,,,,,,,32.21257980004884,32.225968500133604,32.225968500133604,32.72592810005881,32.72592810005881,33.44415840017609,g,0,1.2137651999946684,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Box,red,C,r,0,20,20,5,33.45950840017758,,,,,,,,,33.44517100020312,33.45950840017758,33.45950840017758,33.95935090002604,33.95935090002604,34.81109350011684,r,1,1.3339570998214185,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Misery,red,I,r,0,21,21,25,34.8260563001968,,,,,,,,,34.81213580002077,34.8260563001968,34.8260563001968,35.32601210009307,35.32601210009307,36.46253630006686,r,1,1.623820299981162,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Terror,yellow,I,y,0,22,22,8,36.47607209999114,,,,,,,,,36.46353629999794,36.47607209999114,36.47607209999114,36.97598190000281,36.97598190000281,37.74382390012033,y,1,1.2603949999902397,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
School,blue,C,b,0,23,23,3,37.759504300076514,,,,,,,,,37.744589000009,37.759504300076514,37.759504300076514,38.25947539997287,38.25947539997287,38.86071310006082,b,1,1.0849543001968414,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Wall,red,C,r,0,24,24,9,38.87595730018802,,,,,,,,,38.86183650000021,38.87595730018802,38.87595730018802,39.375812200130895,39.375812200130895,39.911863200133666,r,1,1.0315003001596779,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Despair,yellow,I,y,0,25,25,20,39.9259629000444,,,,,,,,,39.913044600049034,39.9259629000444,39.9259629000444,40.425853700144216,40.425853700144216,41.36066190013662,y,1,1.427109699929133,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Hate,green,I,g,0,26,26,22,41.37598910019733,,,,,,,,,41.36149620008655,41.37598910019733,41.37598910019733,41.87596100009978,41.87596100009978,42.39487239997834,g,1,1.0146721999626607,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Book,blue,C,b,0,27,27,11,42.40954240015708,,,,,,,,,42.39596600015648,42.40954240015708,42.40954240015708,42.909354500006884,42.909354500006884,43.511448699980974,b,1,1.0995680999476463,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Street,yellow,C,y,0,28,28,0,43.525853200117126,,,,,,,,,43.51225390005857,43.525853200117126,43.525853200117126,44.02615980012342,44.02615980012342,45.09475659998134,y,1,1.5653597000055015,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Fear,yellow,I,y,0,29,29,28,45.109319100156426,,,,,,,,,45.09574980009347,45.109319100156426,45.109319100156426,45.60939890006557,45.60939890006557,47.94315160019323,y,1,2.824151499895379,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
Pen,green,C,g,0,30,30,14,47.95914120017551,,,,,,,,,47.94366370001808,47.95914120017551,47.95914120017551,48.45892830006778,48.45892830006778,49.044817300047725,r,0,1.0838637000415474,None,,,,,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,49.045537000056356,49.059220700059086,50.05928140017204,50.04310160013847,15,001,2024-12-04_15h07.12.611,emotional_stroop,2024.1.5,None,2024-12-04 15h07.22.677094 +0530,
