word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.00589090003632009,0.013954900205135345,0.013954900205135345,1.7657229001633823,space,1.7401252000126988,None,,,,,,,,,,,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Flower,green,C,g,0,0,0,30,1.7987052001990378,,,,,,,,,1.779600900132209,1.7987052001990378,1.7987052001990378,2.2728466000407934,2.306010300060734,2.9740279000252485,g,1,1.159257700201124,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Failure,yellow,I,y,0,1,1,12,2.9888904001563787,,,,,,,,,2.9753574000205845,2.9888904001563787,2.9888904001563787,3.4888309000525624,3.4888309000525624,4.72379340021871,y,1,1.7308044999372214,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Book,blue,C,b,0,2,2,11,4.738509700167924,,,,,,,,,4.724970100214705,4.738509700167924,4.738509700167924,5.238816300174221,5.238816300174221,5.840733900200576,b,1,1.085080899996683,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Door,green,C,g,0,3,3,26,5.855344100156799,,,,,,,,,5.841673000017181,5.855344100156799,5.855344100156799,6.355678100138903,6.355678100138903,7.057063300162554,g,1,1.1911802999675274,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Chalk,yellow,C,y,0,4,4,16,7.072088800137863,,,,,,,,,7.057931800140068,7.072088800137863,7.072088800137863,7.572283400222659,7.572283400222659,8.640293400036171,y,1,1.5634067999199033,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Sadness,yellow,I,y,0,5,5,4,8.65550160012208,,,,,,,,,8.64141480019316,8.65550160012208,8.65550160012208,9.15560600021854,9.15560600021854,10.256899300031364,y,1,1.5906130000948906,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Street,yellow,C,y,0,6,6,0,10.272193600190803,,,,,,,,,10.257802200037986,10.272193600190803,10.272193600190803,10.772185700014234,10.772185700014234,11.440757400123402,y,1,1.1511970998253673,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Chair,blue,C,b,0,7,7,7,11.455409600166604,,,,,,,,,11.441663100151345,11.455409600166604,11.455409600166604,11.955591300036758,11.955591300036758,12.55680050002411,b,1,1.084752099821344,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
Pen,green,C,g,0,8,8,14,12.572304900037125,,,,,,,,,12.557664700085297,12.572304900037125,12.572304900037125,13.072276200167835,13.072276200167835,13.691331500187516,g,1,1.114036099985242,None,,,,,12,001,2024-12-04_15h02.16.690,emotional_stroop,2024.1.5,None,2024-12-04 15h02.27.404234 +0530,
