word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.005030500004068017,0.01234060013666749,0.01234060013666749,0.9381538000889122,space,0.9039467999245971,None,,,,,,,,,,,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Window,blue,C,b,0,0,0,23,0.9691856999415904,,,,,,,,,0.9543306999839842,0.9691856999415904,0.9691856999415904,1.445221400121227,1.4784560999833047,2.5296020000241697,b,1,1.5536395001690835,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Wall,red,C,r,0,1,1,9,2.5450170000549406,,,,,,,,,2.5310321000870317,2.5450170000549406,2.5450170000549406,3.044999400153756,3.044999400153756,3.7638242000248283,r,1,1.2016958999447525,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Pen,green,C,g,0,2,2,14,3.778384600067511,,,,,,,,,3.7650622001383454,3.778384600067511,3.778384600067511,4.278057900024578,4.278057900024578,5.013505100039765,g,1,1.2181142999324948,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Chair,blue,C,b,0,3,3,7,5.02885750005953,,,,,,,,,5.014934899983928,5.02885750005953,5.02885750005953,5.528385299956426,5.528385299956426,6.6143952999264,b,1,1.5676200999878347,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Bomb,yellow,I,y,0,4,4,24,6.628574799979106,,,,,,,,,6.615270799957216,6.628574799979106,6.628574799979106,7.128126899944618,7.128126899944618,8.747381000081077,y,1,2.1010704000946134,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Fear,yellow,I,y,0,5,5,28,8.76145190000534,,,,,,,,,8.748502700123936,8.76145190000534,8.76145190000534,9.261540800100192,9.261540800100192,10.613489900017157,y,1,1.8360023000277579,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Cancer,red,I,r,0,6,6,29,10.627974800067022,,,,,,,,,10.614507999969646,10.627974800067022,10.627974800067022,11.127999200019985,11.127999200019985,13.179659200133756,r,1,2.5454442999325693,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Chalk,green,C,g,0,7,7,2,13.194567100144923,,,,,,,,,13.180584799963981,13.194567100144923,13.194567100144923,13.695014799945056,13.695014799945056,14.699188699945807,g,1,1.4972429000772536,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
Flower,green,C,g,0,8,8,30,14.711423499975353,,,,,,,,,14.700097900116816,14.711423499975353,14.711423499975353,15.21184780006297,15.21184780006297,16.04680150002241,g,1,1.3181557001080364,None,,,,,2,001,2024-12-04_14h16.41.615,emotional_stroop,2024.1.5,None,2024-12-04 14h16.54.854781 +0530,
