word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Anxious,green,I,g,0,9,9,6,14.473125600023195,,,,,,,,,14.459853600012138,14.473125600023195,14.473125600023195,14.973318600095809,14.973318600095809,15.908804399892688,g,1,1.4273832999169827,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Box,red,C,r,0,10,10,5,15.92299919994548,,,,,,,,,15.909876900026575,15.92299919994548,15.92299919994548,16.42312219995074,16.42312219995074,16.97523540002294,r,1,1.0406416999176145,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Clock,red,C,r,0,11,11,13,16.989668000023812,,,,,,,,,16.976514799986035,16.989668000023812,16.989668000023812,17.489889400079846,17.489889400079846,18.124655399937183,r,1,1.1240703999064863,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Chalk,yellow,C,y,0,12,12,16,18.139740099897608,,,,,,,,,18.125845100032166,18.139740099897608,18.139740099897608,18.639791700057685,18.639791700057685,19.3080076999031,y,1,1.1602972999680787,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Hate,green,I,g,0,13,13,22,19.322921300074086,,,,,,,,,19.30895320000127,19.322921300074086,19.322921300074086,19.822965800063685,19.822965800063685,20.37519589997828,g,1,1.036976199829951,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
School,blue,C,b,0,14,14,3,20.391042199917138,,,,,,,,,20.376362500013784,20.391042199917138,20.391042199917138,20.88972710003145,20.90624470007606,21.55792809999548,b,1,1.15913309995085,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Tree,blue,C,b,0,15,15,27,21.572999200085178,,,,,,,,,21.55892050010152,21.572999200085178,21.572999200085178,22.072962699923664,22.072962699923664,22.67515469994396,b,1,1.0936439000070095,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Despair,yellow,I,y,0,16,16,20,22.68958229990676,,,,,,,,,22.676498499931768,22.68958229990676,22.68958229990676,23.189716099994257,23.189716099994257,24.35844310000539,y,1,1.664781500119716,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Fear,yellow,I,y,0,17,17,28,24.373050299938768,,,,,,,,,24.35944680008106,24.373050299938768,24.373050299938768,24.87295200000517,24.87295200000517,25.4748879999388,y,1,1.100011199945584,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Murder,green,I,g,0,18,18,18,25.489654599921778,,,,,,,,,25.475799000123516,25.489654599921778,25.489654599921778,25.989483899902552,25.989483899902552,26.908253600122407,g,1,1.4087206998374313,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Misery,red,I,r,0,19,19,25,26.923424900043756,,,,,,,,,26.909034800017253,26.923424900043756,26.923424900043756,27.423006600001827,27.423006600001827,28.473775200080127,r,1,1.54090499994345,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Wall,red,C,r,0,20,20,9,28.489152499940246,,,,,,,,,28.47447680006735,28.489152499940246,28.489152499940246,28.98942489991896,28.98942489991896,29.67436970002018,r,1,1.1789575000293553,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Lonely,red,I,r,0,21,21,17,29.689293100032955,,,,,,,,,29.67520399997011,29.689293100032955,29.689293100032955,30.189460000023246,30.189460000023246,31.125045200111344,r,1,1.4304827000014484,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Terror,yellow,I,y,0,22,22,8,31.139537600101903,,,,,,,,,31.125987200066447,31.139537600101903,31.139537600101903,31.639395199948922,31.639395199948922,32.191928799962625,y,1,1.0482234999071807,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Street,yellow,C,y,0,23,23,0,32.20660150004551,,,,,,,,,32.19269949989393,32.20660150004551,32.20660150004551,32.70605079992674,32.70605079992674,33.374376399908215,y,1,1.1600403001066297,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Sadness,yellow,I,y,0,24,24,4,33.389397900085896,,,,,,,,,33.37518440000713,33.389397900085896,33.389397900085896,33.889335399959236,33.889335399959236,34.49146630009636,y,1,1.0928420999553055,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Guilt,red,I,r,0,25,25,1,34.50600469997153,,,,,,,,,34.49291309993714,34.50600469997153,34.50600469997153,35.006027299910784,35.006027299910784,35.65735509991646,g,0,1.1340735999401659,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Failure,yellow,I,y,0,26,26,12,35.67261980008334,,,,,,,,,35.65828650002368,35.67261980008334,35.67261980008334,36.17280870000832,36.17280870000832,37.175192299997434,y,1,1.495462599908933,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Pain,blue,I,b,0,27,27,15,37.18954739999026,,,,,,,,,37.17597709991969,37.18954739999026,37.18954739999026,37.68907000008039,37.68907000008039,38.97472620010376,b,1,1.7729709001723677,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Death,green,I,g,0,28,28,10,38.989100500009954,,,,,,,,,38.97611719998531,38.989100500009954,38.989100500009954,39.48910459992476,39.48910459992476,40.840820899931714,g,1,1.845853100065142,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Dear,blue,C,b,0,29,29,19,40.856058599893004,,,,,,,,,40.841710699955,40.856058599893004,40.856058599893004,41.35639770003036,41.35639770003036,42.10964919999242,b,1,1.2427284999284893,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
Chair,blue,C,b,0,30,30,7,42.122625099960715,,,,,,,,,42.110734099987894,42.122625099960715,42.122625099960715,42.622815900016576,42.622815900016576,43.17473810003139,b,1,1.0423870999366045,None,,,,,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,43.175529800122604,43.18953679990955,44.18948270007968,44.17395709990524,11,001,2024-12-04_14h58.27.154,emotional_stroop,2024.1.5,None,2024-12-04 14h58.37.058186 +0530,
