word,colour,condition,cor_res,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Trail.started,fixation.started,key_resp.started,text.started,fixation.stopped,Trail.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Hate,green,I,g,0,9,9,22,21.28423080011271,,,,,,,,,21.271047099959105,21.28423080011271,21.28423080011271,21.7842086001765,21.7842086001765,22.5193877001293,g,1,1.2194318999536335,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Guilt,red,I,r,0,10,10,1,22.534297100035474,,,,,,,,,22.520450599957258,22.534297100035474,22.534297100035474,23.03414410003461,23.03414410003461,24.603314200183377,r,1,2.0619955000001937,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Flower,green,C,g,0,11,11,30,24.61781070008874,,,,,,,,,24.604469600133598,24.61781070008874,24.61781070008874,25.117576700169593,25.117576700169593,27.718813200015575,g,1,3.087173500098288,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Door,green,C,g,0,12,12,26,27.733879500068724,,,,,,,,,27.719770499970764,27.733879500068724,27.733879500068724,28.233976100105792,28.233976100105792,28.919049800140783,g,1,1.1712704000528902,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Tree,blue,C,b,0,13,13,27,28.934074900113046,,,,,,,,,28.92000799998641,28.934074900113046,28.934074900113046,29.43419080018066,29.43419080018066,30.21840160014108,b,1,1.2754875998944044,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Murder,green,I,g,0,14,14,18,30.233925899956375,,,,,,,,,30.21913870004937,30.233925899956375,30.233925899956375,30.73448930005543,30.73448930005543,31.885929600102827,g,1,1.6468752000946552,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Chalk,green,C,g,0,15,15,2,31.900669499998912,,,,,,,,,31.886879400117323,31.900669499998912,31.900669499998912,32.40094800014049,32.40094800014049,33.20286880014464,g,1,1.2870936999097466,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Chalk,yellow,C,y,0,16,16,16,33.21762940008193,,,,,,,,,33.203837000066414,33.21762940008193,33.21762940008193,33.717673800187185,33.717673800187185,35.28614610014483,y,1,2.0586744998581707,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Terror,yellow,I,y,0,17,17,8,35.300804200116545,,,,,,,,,35.287192800082266,35.300804200116545,35.300804200116545,35.80094220000319,35.80094220000319,37.31960060005076,y,1,2.0097576999105513,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Pain,blue,I,b,0,18,18,15,37.33399459999055,,,,,,,,,37.320753999985754,37.33399459999055,37.33399459999055,37.834094900172204,37.834094900172204,39.169344200054184,b,1,1.818524400005117,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Broom,red,C,r,0,19,19,21,39.18421580013819,,,,,,,,,39.170173400081694,39.18421580013819,39.18421580013819,39.68393640010618,39.68393640010618,40.91914720018394,r,1,1.7190493999514729,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Wall,red,C,r,0,20,20,9,40.93397310003638,,,,,,,,,40.91993390000425,40.93397310003638,40.93397310003638,41.43370150006376,41.43370150006376,42.03568090009503,r,1,1.088646899908781,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Misery,red,I,r,0,21,21,25,42.0506863000337,,,,,,,,,42.0366962000262,42.0506863000337,42.0506863000337,42.550779400160536,42.550779400160536,43.069557200185955,r,1,1.0099304001778364,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Book,blue,C,b,0,22,22,11,43.08406940009445,,,,,,,,,43.07082440005615,43.08406940009445,43.08406940009445,43.58417470008135,43.58417470008135,44.385576100088656,b,1,1.2921219998970628,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Pen,green,C,g,0,23,23,14,44.40071610012092,,,,,,,,,44.38680660002865,44.40071610012092,44.40071610012092,44.90086259995587,44.90086259995587,45.635758199961856,g,1,1.2187729000579566,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Lonely,red,I,r,0,24,24,17,45.65072240005247,,,,,,,,,45.63672750000842,45.65072240005247,45.65072240005247,46.15085700014606,46.15085700014606,46.702665199991316,r,1,1.038222499890253,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Fear,yellow,I,y,0,25,25,28,46.71740230009891,,,,,,,,,46.70364570012316,46.71740230009891,46.71740230009891,47.217451200122014,47.217451200122014,47.9202386001125,y,1,1.200545399915427,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Sadness,yellow,I,y,0,26,26,4,47.934023400070146,,,,,,,,,47.92123500001617,47.934023400070146,47.934023400070146,48.43397970008664,48.43397970008664,49.01876390003599,y,1,1.079060799907893,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Death,green,I,g,0,27,27,10,49.034025200176984,,,,,,,,,49.019578100182116,49.034025200176984,49.034025200176984,49.534122799988836,49.534122799988836,50.15236379997805,g,1,1.103803699836135,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Chair,blue,C,b,0,28,28,7,50.167242400115356,,,,,,,,,50.153642900055274,50.167242400115356,50.167242400115356,50.66742860013619,50.66742860013619,51.6516556001734,b,1,1.4736209001857787,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Cancer,red,I,r,0,29,29,29,51.66733610001393,,,,,,,,,51.65247209998779,51.66733610001393,51.66733610001393,52.16706670005806,52.16706670005806,53.15279270010069,r,1,1.4827486001886427,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
Clock,red,C,r,0,30,30,13,53.16762430011295,,,,,,,,,53.153526599984616,53.16762430011295,53.16762430011295,53.6672217999585,53.6672217999585,54.685977700166404,r,1,1.5150045999325812,None,,,,,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6869594999589,54.70078549999744,55.700373200001195,55.684377799974754,7,001,2024-12-04_14h27.22.328,emotional_stroop,2024.1.5,None,2024-12-04 14h27.33.489823 +0530,
