delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.1,1000,exp,0,10,10,9,37.76843570033088,,37.75458750035614,37.76843570033088,38.768780200276524,38.768780200276524,38.768780200276524,38.83824970014393,space,0.06457010004669428,None,38.83958180015907,38.95171686687196,39.252549700438976,39.23634890001267,39.236426800023764,39.252549700438976,39.252549700438976,39.252549700438976,40.820600600447506,200,1,[1.5817212001420557],[1.5817331997677684],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.7,1000,exp,0,11,11,8,40.83513440005481,,40.82179900025949,40.83513440005481,41.835285500157624,41.835285500157624,41.835285500157624,42.219641300383955,space,0.3683835999108851,None,42.22051970008761,42.93515716685603,43.278024500235915,43.26211870042607,43.262165000196546,43.278024500235915,43.278024500235915,43.278024500235915,44.58747790008783,700,1,[1.3228489998728037],[1.3228671997785568],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.7,1000,exp,1,0,12,8,44.60191150009632,,44.58875740040094,44.60191150009632,45.60197760025039,45.60197760025039,45.60197760025039,45.937790600117296,space,0.3302621999755502,None,45.93900470016524,46.651840766953924,46.961114700417966,46.94558000005782,46.945636900141835,46.961114700417966,46.961114700417966,46.961114700417966,48.704598400276154,800,1,[1.755869199987501],[1.7558873002417386],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.4,400,unexp,1,1,13,1,48.71852930029854,,48.70615420024842,48.71852930029854,49.71872130036354,49.71872130036354,49.71872130036354,50.104417600203305,space,0.38007119996473193,None,50.10571160027757,50.51821156690518,50.829217500053346,50.81493550026789,50.81499410001561,50.829217500053346,50.829217500053346,50.829217500053346,52.136531400028616,400,1,[1.3190911998972297],[1.3191015999764204],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.7,1000,exp,1,2,14,5,52.15168240014464,,52.13815650017932,52.15168240014464,53.15171770006418,53.15171770006418,53.15171770006418,53.50340920034796,space,0.339992499910295,None,53.50451510027051,54.218048266662905,54.53000160027295,54.51502800034359,54.515088700223714,54.53000160027295,54.53000160027295,54.53000160027295,55.620090200100094,500,1,[1.1023411001078784],[1.1023532999679446],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.1,1000,exp,1,3,15,9,55.63504070043564,,55.62149849999696,55.63504070043564,56.634860900230706,56.634860900230706,56.634860900230706,57.151295400224626,space,0.5037453998811543,None,57.152386100031435,57.2515647668081,57.558886900078505,57.54463400039822,57.54467590013519,57.558886900078505,57.558886900078505,57.558886900078505,59.10280860029161,100,1,[1.5558021999895573],[1.55581370042637],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.4,1000,exp,1,4,16,7,59.11826860019937,,59.10415910044685,59.11826860019937,60.11823660042137,60.11823660042137,60.11823660042137,61.570317200385034,space,1.446864899713546,None,61.57125660032034,61.984628066948304,62.326018100138754,62.31054210010916,62.31058800034225,62.326018100138754,62.326018100138754,62.326018100138754,63.769864400383085,400,1,[1.4567487998865545],[1.4567652000114322],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.7,1000,exp,1,5,17,11,63.78496260009706,,63.77138960035518,63.78496260009706,64.78501950018108,64.78501950018108,64.78501950018108,65.13418550044298,space,0.3335106000304222,None,65.13508460018784,65.83440556709344,66.1563484002836,66.13524980004877,66.13530320022255,66.1563484002836,66.1563484002836,66.1563484002836,67.8368455003947,700,1,[1.6983782001771033],[1.6983940000645816],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.4,1000,exp,1,6,18,4,67.85148900002241,,67.83825030038133,67.85148900002241,68.85162860015407,68.85162860015407,68.85162860015407,69.16956120030954,space,0.2983900997787714,None,69.17051560012624,69.58422926679874,,69.86506410036236,69.86510650021955,69.88066920032725,69.88066920032725,69.88066920032725,71.48771170014516,100,1,[1.6196272000670433],[1.6196425999514759],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
0.1,1000,exp,1,7,19,6,71.50162670016289,,71.48910870030522,71.50162670016289,72.50135040003806,72.50135040003806,72.50135040003806,72.85358920041472,space,0.3412353000603616,None,72.85467910021544,72.9680296667541,73.2821914004162,73.26528390031308,73.26532280026004,73.2821914004162,73.2821914004162,73.2821914004162,74.30325880041346,600,1,[1.0356807997450233],[1.0356899998150766],1,001,2024-11-13_23h12.02.220,intentional_binding,2024.1.5,None,2024-11-13 23h12.14.890244 +0530,
